"item","block","H","p","p_master","loading_seed","separation","block_size_mode","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
461,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.44138206075877,0,0,0,0,0,0,0,0,0
462,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.10870461561717,-2.11278418242,0,2.27416975074448,0,0,0,0,0,0
463,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.58252543373965,0,0,0,0,0,0,0,0,0
464,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.16589466831647,0,0,0,0,0,0,0,0,0
465,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.02014654502273,0,0,0,0,0,0,0,0,0
466,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.55502914846875,0,0,0,0,0,0,-2.85821614274755,0,0
467,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.75462967110798,0,0,0,0,0,0,-2.62627216987312,2.00539993052371,0
468,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.81576474802569,0,0,0,0,-2.50149505166337,0,0,0,-2.55483449622989
469,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.9427489459049,0,0,-2.57540822029114,0,0,0,0,0,0
470,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.76024685753509,0,0,0,0,0,0,0,0,0
471,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.80258528888226,0,0,0,0,0,0,0,0,0
472,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.32844884437509,0,0,0,0,0,0,0,0,0
473,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.5207257727161,0,0,0,0,0,0,0,0,0
474,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.7567862845026,2.73938366724178,0,0,0,0,0,0,0,0
475,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.38051711814478,0,0,0,0,0,0,0,0,0
476,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.95409926958382,0,2.48752715811133,0,0,0,0,0,0,0
477,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.00978545751423,0,0,0,0,0,-2.0149339477066,0,0,0
478,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.74464564281516,0,0,0,0,0,0,0,0,0
479,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.06147811748087,0,0,2.74794831243344,0,0,0,0,0,0
480,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.21830165316351,0,0,0,0,0,0,0,0,0
481,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.76789062819444,0,0,0,0,0,0,0,0,0
482,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.53282302734442,0,0,0,0,0,0,0,0,2.19947471492924
483,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.65994005906396,0,0,0,0,0,0,2.32891190238297,0,0
484,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.18460892816074,0,0,0,0,0,0,0,0,0
485,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.24855484743603,0,0,0,0,0,-2.39965809765272,0,0,0
486,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.2076152942609,0,0,0,0,0,0,2.50497822230682,0,0
487,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.85821828409098,0,0,0,0,0,0,0,0,0
488,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.16887609404512,0,0,0,0,0,0,0,0,0
489,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.628048786195,0,0,0,0,0,0,0,0,0
490,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.07898813439533,0,0,0,0,0,0,0,0,0
491,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.1253915654961,0,0,0,0,0,-2.02452050684951,0,0,0
492,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.40725947031751,0,0,0,0,0,0,0,0,0
493,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.61992395156994,0,0,0,0,0,0,0,0,0
494,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.41984958504327,0,0,0,0,0,0,0,0,0
495,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.12165765278041,0,0,0,0,0,0,0,0,0
496,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.86549359001219,0,0,0,0,0,0,0,0,0
497,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.24218341335654,0,0,0,0,0,0,0,0,0
498,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.19020855356939,0,0,0,0,0,0,0,0,0
499,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.49022563989274,0,0,0,0,0,0,0,0,0
500,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.29663566453382,0,0,0,0,0,0,0,0,0
501,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.17566637997515,0,0,0,0,0,0,0,0,0
502,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.49139911914244,0,0,0,0,0,0,0,0,0
503,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.46835028287023,0,0,0,0,0,0,-2.53431368828751,0,0
504,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.76478628674522,0,0,0,0,0,0,0,0,0
505,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.65099523542449,0,0,0,0,0,0,0,0,0
506,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.84699784987606,0,0,0,0,0,0,0,0,0
507,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.19943046197295,2.71373242256232,0,0,0,0,0,0,0,0
508,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.36021725973114,-2.47850232594647,0,0,0,0,0,0,0,0
509,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.81999412341975,0,0,0,0,0,-2.5107372275088,0,0,0
510,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.94651262671687,0,0,0,0,0,0,2.59363347268663,0,2.77269801381044
511,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.53451643255539,0,0,0,0,0,0,0,0,0
512,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.48540817177854,0,0,0,0,0,0,0,0,0
513,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.39586820360273,0,0,0,0,0,0,0,0,-2.67189708910882
514,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.51519837439992,0,0,0,0,0,-2.56985294399783,0,0,0
515,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.64990924601443,0,0,0,0,0,0,0,0,0
516,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.26317497179843,0,0,0,0,0,0,0,0,0
517,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.8977496959269,0,0,0,0,-2.57660136418417,0,0,0,0
518,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.49846661929041,0,0,0,-2.2458293705713,0,0,0,0,0
519,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.76772879459895,0,0,0,0,0,0,0,0,0
520,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.56132439058274,2.51046365126967,0,0,2.42765083583072,0,0,0,0,0
521,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.30536703951657,0,0,0,0,0,0,0,0,0
522,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.98446480417624,0,0,0,0,-2.76613250351511,0,0,0,0
523,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.03654394322075,0,0,0,0,0,0,0,0,0
524,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.5332694533281,0,0,0,0,0,2.3977974599693,0,0,0
525,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.99666557181627,0,0,0,0,0,0,0,2.98430616944097,0
526,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.37739231041633,0,0,0,0,0,0,0,0,0
527,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.29926426731981,0,0,0,-2.99977267137729,0,0,0,0,0
528,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.1863837945275,0,0,0,0,0,0,0,0,0
529,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.44351695221849,0,0,0,0,0,0,0,0,0
530,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.05322705372237,0,-2.56175237055868,0,0,0,0,0,0,0
531,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.36195705924183,0,0,0,0,0,-2.57443632977083,0,0,0
532,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.30092105572112,0,0,0,0,0,0,0,0,0
533,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.10781487403437,0,0,0,0,0,0,0,0,0
534,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.59004726656713,0,0,0,0,0,0,0,0,0
535,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.510321744252,0,0,0,0,0,0,0,0,0
536,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.03897437499836,0,0,0,0,2.44624430662952,0,0,0,0
537,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.27527034492232,0,0,0,0,0,0,0,0,0
538,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.23913687979802,0,0,2.96968378731981,0,0,0,0,0,0
539,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.05018592393026,0,0,0,0,0,0,0,0,0
540,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.26497772196308,2.62224112963304,0,0,0,0,0,0,0,0
541,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.33930047228932,0,0,0,0,0,0,0,0,0
542,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.39953241776675,0,0,0,0,0,0,2.07658966374584,0,0
543,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.35673913336359,0,0,0,0,0,0,0,0,0
544,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.85090829082765,0,0,0,0,0,0,0,0,0
545,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.0576971929986,0,0,0,0,0,0,0,0,0
546,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.08066668803804,0,0,0,0,0,0,0,0,0
547,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.27077842573635,0,0,0,0,0,0,0,0,0
548,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.91139090922661,0,0,0,0,0,-2.28627268481068,0,0,0
549,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.53161079832353,0,-2.20327791804448,0,0,0,0,0,0,0
550,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.43513924977742,0,0,0,0,0,0,0,0,0
551,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.49031234602444,0,0,0,0,0,0,0,0,0
552,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.86085736099631,0,0,0,0,0,0,0,0,0
553,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.12263364810497,0,0,0,0,0,0,0,0,0
554,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.02243714733049,0,0,0,0,0,0,0,-2.81674296269193,0
555,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.47359441453591,0,0,0,0,0,0,0,0,0
556,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.79679715377279,0,0,0,0,0,0,0,0,0
557,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.42482348019257,-2.09689052193426,0,-2.1110419742763,0,-2.59691977361217,0,0,0,0
558,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.54995621927083,0,0,0,0,0,0,0,0,0
559,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.81851365789771,0,0,0,0,0,0,0,0,2.81165965320542
560,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.80697179026902,0,0,0,0,0,0,0,0,0
561,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.90401930268854,0,0,0,0,0,0,0,0,0
562,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.00197396217845,-2.03175599174574,0,0,0,0,0,0,0,0
563,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.98916339292191,0,0,0,0,0,0,0,0,0
564,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.1260076505132,0,2.53665408468805,0,0,0,0,0,0,0
565,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.3097527816426,0,0,0,0,0,0,0,0,0
566,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.88782677706331,0,0,0,0,0,0,0,0,0
567,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.86362552503124,0,0,0,0,0,0,0,0,0
568,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.02423454495147,0,0,0,0,0,0,0,0,0
569,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.99302647914737,0,0,0,0,0,0,0,0,0
570,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.09567954088561,0,0,0,0,0,0,0,0,0
571,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.87082670070231,0,0,0,0,0,0,0,0,0
572,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.8385581295006,0,0,2.8446874176152,0,0,0,0,0,0
573,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.18769408110529,0,0,0,0,0,0,0,0,0
574,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.22714731213637,0,0,0,0,0,0,0,0,0
575,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.35350603167899,0,0,0,0,0,0,0,0,0
576,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.4222752477508,0,0,0,0,0,0,0,0,0
577,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.94233124656603,0,0,0,0,0,0,0,0,0
578,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.96346038160846,0,0,0,0,0,0,0,0,0
579,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.53509915038012,-2.72238380881026,2.47733882837929,0,0,0,0,2.19175820192322,0,0
580,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.46030417457223,0,0,0,0,0,0,0,0,2.35678698215634
581,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.00774828670546,0,0,0,0,0,0,0,0,0
582,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.82014322490431,0,0,0,0,0,0,0,0,0
583,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.61829586466774,0,0,0,0,0,0,0,0,0
584,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.2175349004101,0,0,0,2.99542395607568,0,-2.66440469282679,0,0,0
585,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.90920433960855,0,0,0,0,0,0,0,0,0
586,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.71481323847547,0,0,0,0,0,0,0,0,0
587,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.96762319817208,0,0,0,0,0,0,-2.38533482025377,-2.62797398469411,0
588,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.04630891815759,-2.36760840122588,0,0,0,0,0,0,2.72100547328591,0
589,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.54017030401155,0,0,0,0,0,0,0,0,0
590,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.14349720510654,0,0,0,2.69414180889726,0,0,0,0,0
591,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.14398920931853,0,0,0,2.23358672251925,0,0,0,0,0
592,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.43194187106565,0,0,0,0,0,0,0,0,0
593,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.06167718418874,0,0,0,0,0,0,0,0,0
594,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.07785937492736,0,0,0,0,0,0,0,0,0
595,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.01546260085888,0,0,0,0,0,0,0,0,0
596,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.4305621383246,0,0,0,0,0,0,0,0,0
597,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.53547190083191,0,0,2.95692066801712,0,0,0,0,0,0
598,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.40667808498256,0,0,0,0,0,0,0,0,0
599,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.08677100087516,0,0,0,0,-2.27596127707511,0,0,0,0
600,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.44123257417232,0,0,0,0,0,0,0,0,0
601,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.71915550576523,0,0,0,0,0,0,0,0,0
602,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.59447852801532,0,0,0,0,0,0,0,0,0
603,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.25853188987821,0,0,0,0,0,0,0,0,0
604,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.65577552001923,0,0,0,0,0,0,0,0,0
605,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.03484686580487,0,0,0,0,0,0,0,0,0
606,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.65510255051777,0,0,0,0,0,0,0,0,0
607,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.30210650502704,0,0,-2.03039138857275,0,0,0,0,0,0
608,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.5323373998981,0,0,0,0,0,0,0,0,0
609,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.19993222295307,0,0,0,0,-2.56439530756325,0,0,0,0
610,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.62971412623301,0,0,0,0,0,0,0,0,0
611,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.70169611135498,0,0,0,0,0,0,0,0,0
612,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.13759636320174,0,0,0,0,0,0,0,0,0
613,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.96346063981764,0,0,0,0,0,0,0,0,0
614,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.9692635149695,-2.32347711548209,0,0,0,0,0,0,0,-2.02164967288263
615,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.70936877909116,0,0,0,0,0,0,0,0,0
616,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.01829036395065,0,0,0,0,0,0,0,0,0
617,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.65198116586544,0,0,0,0,0,0,0,0,0
618,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.8896317568142,0,0,0,0,-2.94933138415217,0,0,0,0
619,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.3326952974312,0,0,0,0,0,0,0,0,0
620,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.48056634515524,0,0,0,0,0,0,0,0,-2.1994766050484
621,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.01941430382431,0,0,0,0,0,0,0,0,-2.2857393566519
622,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.0592150259763,0,0,0,0,0,0,0,0,0
623,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.60401354450732,0,0,0,0,0,0,0,0,0
624,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.42116893152706,0,0,0,0,0,0,0,0,0
625,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.05635389639065,0,0,2.72098533972166,0,0,2.48809317639098,0,0,2.56274548568763
626,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.22795620327815,0,0,0,0,0,0,0,0,0
627,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.22416917840019,0,-2.03243340388872,0,0,0,0,0,0,0
628,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.83861401979811,0,0,0,0,0,0,0,0,0
629,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.37787624867633,0,0,0,0,0,0,0,-2.63631249521859,0
630,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.88395026139915,0,-2.28666650177911,0,0,0,0,0,0,0
631,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.47161576105282,0,0,0,0,0,-2.77067900425754,0,0,0
632,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.48422108753584,0,0,0,0,0,0,0,0,0
633,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.10782791348174,0,0,0,2.39930551568978,0,0,0,0,0
634,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.21798920235597,0,0,0,0,0,0,0,0,-2.03939171205275
635,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.46871619252488,0,0,-2.74538188381121,0,0,0,0,0,0
636,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.79599791788496,0,0,-2.00488857808523,0,0,0,0,0,0
637,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.43491904204711,0,0,0,0,0,0,0,0,0
638,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.71167198591866,0,0,0,0,0,0,0,0,0
639,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.95146650378592,0,0,0,0,0,0,0,0,0
640,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.32373396074399,2.4946756514255,0,0,0,0,0,0,0,0
641,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.69588432903402,0,0,0,0,0,0,0,0,0
642,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.11602696008049,0,0,0,0,0,0,0,0,0
643,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.87375544710085,0,-2.23234992590733,0,0,0,0,0,0,0
644,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.95219910726883,0,0,0,0,0,0,0,0,0
645,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.95862384000793,-2.38736780476756,0,0,0,0,0,0,0,0
646,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.35262406268157,0,0,0,0,0,0,0,0,0
647,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.68662778311409,0,0,0,0,0,0,0,0,0
648,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.30630188505165,0,0,0,0,0,0,0,0,0
649,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.81666542822495,0,0,0,0,0,0,0,0,0
650,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.12688596709631,0,0,0,0,0,0,0,0,0
651,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.09788605128415,0,0,0,0,0,0,0,0,0
652,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.9722659974359,0,2.23607761180028,0,0,-2.31857970543206,0,0,0,0
653,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.84782259282656,0,0,0,0,0,0,0,0,0
654,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.94830694189295,0,0,0,0,0,0,0,0,0
655,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.71616195421666,0,0,0,0,0,0,0,0,0
656,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.48131829174235,0,0,0,0,0,0,0,0,0
657,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.35761211276986,0,0,0,0,0,0,0,0,0
658,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.3360959594138,-2.08804065478034,0,0,0,0,0,0,0,0
659,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.906568326056,0,0,0,0,0,0,0,0,0
660,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.8907233835198,0,2.57461251597852,0,0,0,0,0,0,0
661,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.02518467442133,0,0,0,0,0,0,0,0,0
662,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.41883127973415,0,0,0,0,0,0,0,0,0
663,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.12650187825784,0,0,0,0,0,0,0,0,0
664,1,10,2000,2000,21272531,2,"ifeval_min30",2,3,2,3,0.05,2.35582189587876,0,0,0,0,2.99857242987491,0,0,2.51687847194262,0
