"item","block","H","p","p_master","loading_seed","separation","block_size_mode","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","F1","F2","F3","F4","F5"
246,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.31910110637546,0,-2.99032807000913,0,0
247,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.21753619168885,0,0,0,2.54296317859553
248,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.48230305826291,0,0,0,0
249,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.19677824922837,0,0,0,2.8303699074313
250,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.08387818327174,0,0,0,0
251,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.83897348982282,0,0,0,0
252,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.6332392047625,0,0,0,0
253,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.19766208296642,0,0,0,0
254,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.42688436782919,0,0,0,0
255,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.46628541685641,0,0,0,0
256,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.75855554710142,0,0,0,0
257,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.58033178769983,0,0,0,0
258,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.20210787001997,0,0,0,0
259,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27228933409788,0,0,0,0
260,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27428171690553,0,0,0,0
261,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.10458568297327,0,0,0,0
262,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.82194634643383,0,0,0,0
263,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.87902765558101,0,0,0,0
264,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.00978793250397,0,0,0,0
265,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.70022235577926,0,0,0,0
266,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.39322009519674,0,0,0,0
267,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27902745129541,0,0,0,0
268,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.60916388290934,0,0,0,0
269,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.90257224277593,0,0,0,0
270,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.37941285292618,0,0,0,0
271,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.79737036465667,0,0,0,0
272,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.4221807019785,0,0,0,0
273,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.3337754518725,0,0,-2.22902860073373,0
274,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.22302687051706,0,0,0,0
275,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.2997206361033,0,0,0,0
276,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.88935660361312,0,0,0,0
277,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.08045371971093,0,0,0,0
278,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.33855067566037,0,2.7628093843814,0,0
279,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.85125551116653,0,0,0,0
280,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.4653030151967,0,0,0,0
281,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.88146530790254,0,0,0,0
282,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.38401219737716,0,0,0,0
283,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.17103188717738,0,0,0,0
284,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.24353144364432,0,0,0,2.7869687571656
285,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.16706397081725,0,0,0,0
286,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.39318531798199,0,0,0,0
287,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.01789473416284,0,0,0,0
288,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.51912500918843,0,0,0,0
289,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.2332003088668,0,0,0,0
290,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.40512254461646,0,0,0,0
291,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.41469318675809,0,0,0,0
292,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.44879945321009,0,0,0,0
293,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.46869139815681,0,0,0,0
294,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.69335480500013,0,0,0,0
295,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.02713804622181,0,0,0,0
296,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.59089823020622,0,0,0,0
297,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.69793777680025,0,0,0,0
298,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.29946328140795,0,0,0,0
299,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.10417107446119,0,0,0,0
300,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.99606206105091,0,0,0,0
301,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.7904386415612,0,0,0,0
302,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.93031724100001,0,0,0,0
303,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.52147604618222,0,0,0,0
304,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.09799430891871,0,0,0,0
305,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.96859379136004,0,0,2.54363209567964,0
306,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.73963933135383,0,0,0,0
307,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.13966805092059,0,0,0,0
308,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.24255932494998,0,0,0,0
309,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.74358796142042,0,0,0,0
310,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.57104406622238,0,0,0,-2.86656206240878
311,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.70002970751375,0,0,0,0
312,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.83748757094145,0,0,0,-2.44436600990593
313,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.905696824193,0,0,0,0
314,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.4842607290484,2.92669195355847,0,0,0
315,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.99067438300699,0,0,0,0
316,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.71670435671695,0,0,0,0
317,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.45239797327667,0,0,0,0
318,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.29187112837099,0,0,0,0
319,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.17404977814294,0,0,0,0
320,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.69811408710666,0,0,0,0
321,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.38638436305337,0,0,0,0
322,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.64622898562811,2.52686234307475,0,0,0
323,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.08231145027094,2.01807447103783,0,0,0
324,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.979001871543,0,2.91113028186373,0,0
325,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.76637035864405,0,0,0,0
326,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.40917741693556,0,0,0,0
327,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.89272463717498,0,0,0,0
328,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.02791975089349,0,0,0,0
329,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.262631255202,0,0,0,0
330,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.0302835914772,2.17795950360596,0,0,0
331,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.65620578429662,0,0,0,0
332,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.02102669910528,0,0,0,0
333,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.80837105540559,0,0,0,0
334,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.14896592032164,0,0,0,0
335,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.05590487574227,-2.79371289722621,0,0,0
336,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.9802801120095,0,0,0,0
337,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.23510357760824,0,0,0,0
338,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32458137837239,0,0,0,0
339,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.9284876708407,-2.38716705539264,0,0,0
340,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.06265336181968,0,0,0,0
341,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.9954956790898,0,0,0,0
342,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.2135373975616,0,0,0,0
343,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27447244524956,0,0,0,0
344,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.03509939135984,0,0,0,0
345,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.44853403186426,0,0,0,0
346,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.12350261653773,0,2.80335621885024,0,0
347,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.07766628242098,0,0,0,0
348,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.64629706344567,0,0,0,0
349,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.97684071958065,0,0,0,0
350,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.63351457472891,0,0,0,0
351,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.49045184440911,0,0,0,0
352,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.04386824858375,-2.87799160764553,-2.99951928388327,0,0
353,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.2060208611656,2.73706515086815,0,0,0
354,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.78035180154257,0,-2.50410132482648,0,0
355,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.4571991849225,0,0,0,0
356,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.88556725042872,0,0,0,0
357,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.23973587877117,0,0,0,0
358,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.25842429813929,0,0,0,0
359,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.02054287539795,0,0,0,0
360,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.91702174348757,0,0,0,-2.75251577305607
361,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.36791116627865,0,-2.1577395265922,0,0
362,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.54600972495973,0,0,0,0
363,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.3785499103833,-2.78301398246549,0,0,0
364,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.68978021689691,0,0,0,0
365,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.05910013150424,-2.4627970776055,0,0,0
366,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.99127041641623,0,0,0,0
367,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32118077133782,0,0,0,0
368,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.80540002719499,0,0,0,0
369,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.54182595433667,0,2.52498639165424,0,0
370,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.61197084095329,0,0,0,0
371,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.15491855680011,0,0,0,0
372,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.6684090802446,0,0,0,0
373,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.94063535006717,0,0,0,0
374,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.71743794623762,0,0,0,0
375,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.61941812280566,0,0,0,0
376,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.24549177801237,0,0,0,0
377,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.99312258837745,0,0,0,0
378,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.86369502940215,0,2.13551749126054,0,0
379,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.44066968653351,0,0,0,0
380,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.93963458086364,0,0,0,0
381,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.81056657223962,0,0,0,0
382,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.12475520372391,0,0,0,0
383,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.4481874529738,0,0,0,0
384,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.80309157841839,0,0,0,0
385,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32126891403459,0,0,0,0
386,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.49887586385012,0,0,0,2.58022391353734
387,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.42215625755489,0,0,-2.36848182091489,0
388,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.42323962296359,-2.60453558643349,0,0,0
389,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.81108457711525,0,0,0,0
390,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.42821704782546,0,0,0,0
391,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.84217552584596,0,0,0,0
392,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.11330771329813,0,0,0,0
393,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.75824835570529,0,0,0,0
394,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.49315253831446,0,0,0,0
395,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.37772411946207,0,0,0,0
396,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.3825970327016,0,0,0,0
397,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.05690307798795,0,0,0,0
398,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.81229078071192,0,0,0,0
399,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.96420019329526,2.17247326974757,0,0,0
400,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.0665772089269,0,0,0,0
401,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.59491227963008,0,0,0,0
402,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32316709076986,0,0,0,0
403,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.02935957722366,0,0,0,0
404,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.54340827907436,0,0,0,0
405,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.03185821231455,0,0,0,0
406,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.27161206468008,0,0,0,0
407,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.34185567009263,0,0,0,0
408,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.47635856457055,0,0,-2.63451783219352,0
409,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.67103237356059,0,0,0,0
410,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.69927928992547,0,0,0,0
411,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.12625007610768,0,2.13088961131871,0,0
412,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.13543163100258,0,0,0,0
413,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.74614316271618,0,-2.57178052444942,0,0
414,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.75475848093629,0,0,0,0
415,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.69685838813893,0,0,0,0
416,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.92563247354701,0,0,0,0
417,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.91187500301749,0,0,0,0
418,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.05308156390674,0,0,0,0
419,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.87730668229051,0,2.2339491089806,0,0
420,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.48809996154159,0,0,0,0
421,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.68492427607998,0,0,0,-2.89204556890763
422,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.06275337794796,0,0,0,0
423,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.21488146949559,0,0,0,0
424,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.94929217570461,0,0,0,0
425,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.16550740995444,0,0,0,0
426,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.19373037689365,0,0,0,0
427,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.3354471437633,0,0,0,0
428,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.25170076917857,0,0,2.10488553415053,0
429,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.59761611372232,0,0,0,0
430,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.12275839876384,0,0,0,0
431,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.93141609756276,-2.95192419085652,0,0,0
432,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.84219835116528,0,0,2.87593410769477,0
433,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.89086709544063,0,0,0,0
434,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.56164188450202,0,0,0,0
435,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.92538812826388,0,0,-2.59333876473829,0
436,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.70587264630012,0,0,0,0
437,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.38784763147123,0,0,0,0
438,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.88796049938537,0,0,0,0
439,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.1500451345928,0,0,0,0
440,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.32316615851596,0,0,0,0
441,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.48071679612622,0,0,-2.80839386000298,0
442,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.89507373841479,0,0,0,0
443,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.69335472513922,0,0,0,0
444,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.84559092111886,0,0,2.95075786160305,-2.92040985682979
445,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.30283689452335,0,0,0,0
446,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.18962990329601,0,0,0,0
447,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.44654558436014,0,-2.13648806256242,0,0
448,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.39695884054527,0,0,0,0
449,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.49497261806391,0,0,0,0
450,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.51264992472716,0,0,0,0
451,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.2188190901652,0,0,0,0
452,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.48765576351434,0,0,0,0
453,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.15296775079332,0,0,0,0
454,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.35300216218457,0,0,0,0
455,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.93632985884324,0,0,0,0
456,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.95025318022817,0,0,0,0
457,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.21692878054455,0,0,0,0
458,1,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,2.88828236283734,0,0,0,0
459,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.03274056245573,0,0,0
460,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.37200889666565,0,0,0
461,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.98608191637322,0,0,0
462,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.45429980149493,0,0,0
463,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.16788102313876,0,0,0
464,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.91208823863417,0,0,0
465,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.43899638974108,0,0,0
466,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.79843503260054,0,-2.24979915539734,0
467,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.34338403795846,0,0,0
468,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.10041601443663,0,0,0
469,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.73634144593962,2.77358714630827,0,0
470,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.70421467861161,0,0,0
471,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.53775274078362,0,2.29509599809535,0
472,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.32723428774625,0,0,0
473,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.19544869055972,0,0,0
474,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.75128513062373,2.94199758628383,0,0
475,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.71408913028426,0,0,0
476,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.81858080159873,0,-2.36530822794884,0
477,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.43373397248797,0,0,0
478,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.93797569535673,0,0,2.91438027704135
479,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,-2.40166786080226,2.12351878685877,0,0,0
480,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.59029515925795,0,0,0
481,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.4836475471966,0,0,0
482,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.20653717964888,0,0,0
483,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.44870850723237,0,0,0
484,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.38083224534057,0,0,0
485,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.30524183763191,0,0,-2.25480161095038
486,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.16698721726425,0,0,0
487,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.28425308782607,0,0,0
488,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.14575479412451,0,0,0
489,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.09659840445966,0,0,0
490,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.50708201504312,0,0,0
491,2,5,1000,2000,20772531,2,"ifeval_min30",2,3,2,3,0.05,0,2.13788702827878,0,0,0
