"item","block","loading_design","H","F1","F2","F3"
408,3,"Loadings = ""Cross""",3,0.258997979201376,0.430253527872264,1.22992216714192
409,3,"Loadings = ""Cross""",3,-0.55466474276036,0,1.01888476579916
410,3,"Loadings = ""Cross""",3,0,0,0.76319294469431
411,3,"Loadings = ""Cross""",3,0,0,0.942155158845708
412,3,"Loadings = ""Cross""",3,0.36322681484744,0,1.24493133090436
413,3,"Loadings = ""Cross""",3,-0.565800920687616,0,0.806066234596074
414,3,"Loadings = ""Cross""",3,0.365567647852004,-0.2170419706963,1.08124904532451
415,3,"Loadings = ""Cross""",3,0,0,1.11066307045985
416,3,"Loadings = ""Cross""",3,0,-0.225985553395003,0.947111421381123
417,3,"Loadings = ""Cross""",3,0.289070060010999,0,1.13127034297213
418,3,"Loadings = ""Cross""",3,0,0,1.08019770111423
419,3,"Loadings = ""Cross""",3,0,0,1.08988515357487
420,3,"Loadings = ""Cross""",3,0,0.371538157574832,0.768553911475465
421,3,"Loadings = ""Cross""",3,0,0,0.76885557861533
422,3,"Loadings = ""Cross""",3,0,0,1.05477162124589
423,3,"Loadings = ""Cross""",3,0,0,0.806293622939847
424,3,"Loadings = ""Cross""",3,0.466184962820262,0.290553331654519,1.23042570939288
425,3,"Loadings = ""Cross""",3,0.517711726296693,0,0.751558784861118
426,3,"Loadings = ""Cross""",3,0,0,1.11037227965426
427,3,"Loadings = ""Cross""",3,0,0.506301270611584,0.837405110476539
428,3,"Loadings = ""Cross""",3,0,0,1.11964854691178
429,3,"Loadings = ""Cross""",3,0,0,0.81933226028923
430,3,"Loadings = ""Cross""",3,0,0,0.990083609241992
431,3,"Loadings = ""Cross""",3,0,-0.292077156435698,0.922622717218474
432,3,"Loadings = ""Cross""",3,-0.397960893902928,0,0.933807069784962
433,3,"Loadings = ""Cross""",3,0,0,1.21265542204492
434,3,"Loadings = ""Cross""",3,0,0,0.901873661670834
435,3,"Loadings = ""Cross""",3,0.452277020830661,0,1.04831231990829
436,3,"Loadings = ""Cross""",3,0,0.379510729108006,1.23357133043464
437,3,"Loadings = ""Cross""",3,0,0,0.948069610865787
438,3,"Loadings = ""Cross""",3,-0.512348584644496,0,0.946450817631558
439,3,"Loadings = ""Cross""",3,0,0,1.2472519595176
440,3,"Loadings = ""Cross""",3,0,-0.409225672855973,0.822670493391342
441,3,"Loadings = ""Cross""",3,-0.406831177696586,0.342958092223853,1.21848341997247
442,3,"Loadings = ""Cross""",3,0.288757077883929,-0.543234406877309,0.924015570082702
443,3,"Loadings = ""Cross""",3,0,0,1.1720431559952
444,3,"Loadings = ""Cross""",3,0,0,1.08436576940585
445,3,"Loadings = ""Cross""",3,0,0,1.17890818731394
446,3,"Loadings = ""Cross""",3,0,0,0.759008650900796
447,3,"Loadings = ""Cross""",3,0,0,1.00972231070045
448,3,"Loadings = ""Cross""",3,0,0.330068216845393,1.15435791213531
449,3,"Loadings = ""Cross""",3,0,0,0.951342508662492
450,3,"Loadings = ""Cross""",3,0,0,1.0352538805455
451,3,"Loadings = ""Cross""",3,0,0,0.752553778584115
452,3,"Loadings = ""Cross""",3,0,0,0.970303081092425
453,3,"Loadings = ""Cross""",3,0,-0.26902258368209,0.972088901791722
454,3,"Loadings = ""Cross""",3,-0.439987288229167,0,0.880519757629372
455,3,"Loadings = ""Cross""",3,-0.415527120698243,-0.466370479296893,1.00145776930731
456,3,"Loadings = ""Cross""",3,0,-0.28875226220116,1.00548890326172
457,3,"Loadings = ""Cross""",3,0,0,1.090439515654
458,3,"Loadings = ""Cross""",3,0,0,0.937526334193535
459,3,"Loadings = ""Cross""",3,0,0,0.938657821970992
460,3,"Loadings = ""Cross""",3,0,-0.555026110075414,0.833424176787958
461,3,"Loadings = ""Cross""",3,0.3798569095321,0.38636019192636,0.850622621830553
462,3,"Loadings = ""Cross""",3,0,0,1.05761662882287
463,3,"Loadings = ""Cross""",3,0.331689607258886,-0.440353786200285,1.11808926286176
464,3,"Loadings = ""Cross""",3,-0.332015632558614,0,1.09007594129071
465,3,"Loadings = ""Cross""",3,0.319078897964209,0,1.00301131582819
466,3,"Loadings = ""Cross""",3,0,0,1.0092762951972
467,3,"Loadings = ""Cross""",3,0,0,0.77451451937668
468,3,"Loadings = ""Cross""",3,-0.240383507031947,0.444636200089008,1.2455243045697
469,3,"Loadings = ""Cross""",3,0,0,1.0468847185839
470,3,"Loadings = ""Cross""",3,0,0,0.833484491799027
471,3,"Loadings = ""Cross""",3,0,0.452596660424024,0.989004430128261
472,3,"Loadings = ""Cross""",3,0.485075790807605,0,0.85135377116967
473,3,"Loadings = ""Cross""",3,0,0,1.24458799418062
474,3,"Loadings = ""Cross""",3,-0.474803955014795,-0.346752137690783,1.18045399128459
475,3,"Loadings = ""Cross""",3,0,0,0.831104882177897
476,3,"Loadings = ""Cross""",3,0,0,0.827243735315278
477,3,"Loadings = ""Cross""",3,0.300313606485724,0.206932507455349,1.12965289631393
478,3,"Loadings = ""Cross""",3,0,0,0.901484560687095
479,3,"Loadings = ""Cross""",3,0,0,0.859231150476262
480,3,"Loadings = ""Cross""",3,-0.405359132122248,0,1.11762031528633
481,3,"Loadings = ""Cross""",3,0,-0.581381677277386,0.814700104296207
482,3,"Loadings = ""Cross""",3,0,0,1.15194119664375
483,3,"Loadings = ""Cross""",3,0,0,1.10499040980358
484,3,"Loadings = ""Cross""",3,-0.445906134694815,0,0.854181965929456
485,3,"Loadings = ""Cross""",3,0,0,1.02551112754736
486,3,"Loadings = ""Cross""",3,-0.399430922325701,0,0.977044349187054
487,3,"Loadings = ""Cross""",3,0,0.572893448919058,1.04806113161612
488,3,"Loadings = ""Cross""",3,-0.514799351897091,0,1.20216899155639
489,3,"Loadings = ""Cross""",3,0,0,1.0849304649746
490,3,"Loadings = ""Cross""",3,0,-0.268703293520957,1.1235234105261
491,3,"Loadings = ""Cross""",3,0,0,0.759566900669597
492,3,"Loadings = ""Cross""",3,0.420193091128021,0,0.781608707271516
493,3,"Loadings = ""Cross""",3,0,0,1.08024450729135
494,3,"Loadings = ""Cross""",3,0,0,0.88085420045536
495,3,"Loadings = ""Cross""",3,0.285771100223064,0,1.1308766718721
496,3,"Loadings = ""Cross""",3,-0.220705803763121,0,1.19030653883237
497,3,"Loadings = ""Cross""",3,-0.300298694800586,0,1.18837226321921
498,3,"Loadings = ""Cross""",3,0,0,1.0907096992014
499,3,"Loadings = ""Cross""",3,0,0,0.863780618528835
500,3,"Loadings = ""Cross""",3,0,0.539738247171044,0.898681085673161
