"item","block","loading_design","block_size_mode","H","F1","F2","F3"
322,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0.233773343525827,1.16085883649066,0
323,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.751242450554855,0
324,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.15023563662544,0
325,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.869959355215542,0
326,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.87769691448193,0
327,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.0782980772201,0
328,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.798363941954449,0
329,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.85892485966906,0
330,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.17289300169796,0
331,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.15562058112118,0
332,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.85776850883849,0
333,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.806659921188839,0
334,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.10812995443121,0
335,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.06982520327438,0
336,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.816536330268718,0
337,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.821054976200685,0
338,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.13350594381336,0
339,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.808344686054625,0
340,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.21436645591166,0
341,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.799374081427231,0
342,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.16218231758103,0
343,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.18253104842734,0
344,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.12971048208419,0
345,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.949967248830944,0
346,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.15987266902812,0
347,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.887831875588745,0
348,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.894852312863804,0
349,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.80917679448612,0
350,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.01894931704737,0
351,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.873982208082452,0
352,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.22649546002503,0
353,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.993879127549008,0
354,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.951831154990941,0
355,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.965346821816638,0
356,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0.15428166270256,1.07145132205915,0
357,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.19297092792112,0
358,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.11934281676076,0
359,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.995134206255898,0
360,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.88344653067179,0
361,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.0707348092692,0
362,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.2178507023491,0
363,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.776915344991721,0
364,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.892954997485504,0
365,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.813181763631292,0
366,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.14866447472014,0
367,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.12929383083247,0
368,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.878017568378709,0
369,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.11637929617427,0
370,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.17126768874004,0
371,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.899483186076395,0
372,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.794897485640831,0
373,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.853858290356584,0
374,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.815625530085526,0
375,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.09173709573224,0
376,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.16280431277119,0.161906237453222
377,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.18863636127207,0
378,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.21371329168323,0
379,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.01483869669028,0
380,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.02969083550852,0
381,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.22894324862864,0
382,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.996374240261503,0.234663648977876
383,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.2000123988837,0
384,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.03331373888068,0
385,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.999219870544039,0
386,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.13495724042878,0
387,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0.207656948417425,1.00712898932397,0
388,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.985830472083762,0
389,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.20564256189391,0
390,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.98537280166056,0
391,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.863989534555003,0
392,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.16921182116494,0
393,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0.179760366603732,0.942523989011534,0
394,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,1.03703092143405,0
395,2,"Loadings = ""Sparse""","moderate_ifeval_like",3,0.218642873987556,1.23588241415564,0
396,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.785973692196421
397,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.90527265612036
398,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.767580282641575
399,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.983389983768575
400,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.23251460958272
401,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.16553885128815
402,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.986253982060589
403,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.04915413679555
404,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.878914037253708
405,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.924975193920545
406,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0.257324893251061,0,1.15769780788105
407,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.2037348310696
408,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.771720697986893
409,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.974076481652446
410,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.15114875789732
411,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.00998978095595
412,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.912373409955762
413,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.04961681214627
414,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.806224707164802
415,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0.194348929077387,0,0.777293812483549
416,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.06282033107709
417,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.946033209678717
418,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.15404353861231
419,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.813649842864834
420,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.991763003054075
421,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.904011891107075
422,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.15482498053461
423,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.867304127779789
424,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.853288577753119
425,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.19419307552744
426,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.15112553653307
427,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.11109709588345
428,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0.139014363177121,0,1.12061639048625
429,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.893840110045858
430,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.09885746892542
431,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.814242476830259
432,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.23482188326307
433,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.954649830586277
434,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.875526319257915
435,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.16348165087402
436,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.06559547188226
437,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.982630847138353
438,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.828324851347134
439,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.18104677146766
440,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.795889350003563
441,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.06700403883588
442,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.887865461176261
443,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.827988488017581
444,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.268466333672404,0.75152861175593
445,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.784582421067171
446,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.818035577307455
447,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.0682061528787
448,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0.251207571066916,1.06448247830849
449,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.82335272594355
450,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.21806046774145
451,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.753503659041598
452,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.862846554489806
453,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.10432928439695
454,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.925105233443901
455,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.17531880794559
456,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.917661440907978
457,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.10849001072347
458,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.21715058176778
459,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.09374252718408
460,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.754505697754212
461,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.864791768952273
462,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.00297830684576
463,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.18409140012227
464,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.917154768132605
465,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.03816994105
466,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.863010828732513
467,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.09895623312332
468,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.898374124895781
469,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.921493611065671
470,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.15227736288216
471,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.992590948706493
472,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.961777353193611
473,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.893224124913104
474,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.2190874327207
475,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.02570433123037
476,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.816630031447858
477,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.20100221852772
478,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.803599074832164
479,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.817780050565489
480,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.869655526592396
481,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.20626909460407
482,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.931035772664472
483,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.883131941896863
484,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.930268675554544
485,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.77659127896186
486,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.808058557333425
487,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.11425369151402
488,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.1744941349607
489,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.18890035443474
490,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.10971362842247
491,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.02060557610821
492,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.03474657586776
493,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.0706244361354
494,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.873813921585679
495,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.762584292446263
496,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.08221559145022
497,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.791904126410373
498,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.03658147249371
499,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,0.856189673766494
500,3,"Loadings = ""Sparse""","moderate_ifeval_like",3,0,0,1.21554286498576
