"item","block","loading_design","block_size_mode","H","F1","F2","F3","F4"
287,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.856291013886221,-0.471478011179715,0
288,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.17244374076836,0,0.520485191699117
289,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.800183356390335,0,0
290,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.02731539530214,0.475428167637438,0
291,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.00401926296763,-0.335072178393602,0
292,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.799143306794576,0,0
293,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.03106981399469,-0.563026707060635,0
294,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.932586715440266,0,0
295,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.16103277984075,0,0.483365238085389
296,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.02795076416805,0,0
297,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.8655889473157,0,0.507244924176484
298,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.09281138633378,0,0
299,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0.253081836272031,0.778803669847548,0,0
300,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.00917384820059,0,-0.271254315413535
301,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.08063654729631,0,0
302,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.785517669166438,0,-0.546293316595256
303,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.05284854467027,0,0
304,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.829274378018454,0,-0.566978951822966
305,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.13237464893609,-0.215151142142713,0
306,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.846194521640427,0,0
307,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.752604579669423,0,0
308,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.808976768632419,0,0
309,2,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.288775616604835,0.965656959800981,0,0
310,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.22787040658295,0,0.496352999191731
311,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.03481970098801,0,0
312,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.905994606437162,0,0
313,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0.243028847221285,1.11366368678864,0,0
314,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.22055223409552,0,0
315,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.05175997538026,0,0
316,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.14410228724591,-0.477938324492425,0
317,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0.354934173356742,1.24159850750584,0,0
318,2,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.372607025317848,1.11882970877923,0,0
319,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.950447106268257,0.363433704618365,0
320,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.884460093686357,0,0
321,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.14744500606321,0,0.338375296350569
322,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.24278505251277,0,0
323,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0.278264980763197,1.14140618417878,0,0
324,2,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.588009361829609,0.964151491294615,0,-0.358228937070817
325,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.22078113432508,0,0
326,2,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.514993126038462,0.814057253184728,-0.521638176683336,0
327,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.767991266679019,0,0.243391037080437
328,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.19386552658398,0,0
329,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.934293395257555,0,-0.347020348440856
330,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.997716936282814,0.267061066161841,0
331,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.04307188082021,0,0
332,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.10960645473097,0,0
333,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.17540720873512,0,0
334,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.17426794779021,0,-0.334569740202278
335,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.794773069908842,0,0
336,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.01122598338407,0,0
337,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.14602722984273,0,0
338,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.780035666422918,0,-0.533580339886248
339,2,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.307746041566133,1.05134870414622,-0.569037645682693,0
340,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.822128447005525,0,0
341,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.869505446986295,-0.372366472240537,0
342,2,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.252226774580777,0.792314118123613,0,0
343,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.2396032436518,0,0
344,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.13930240739137,0,0
345,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,1.24521092372015,0,0
346,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.884690154111013,0,-0.327236255072057
347,2,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.329035513289273,0.812721571652219,0,0
348,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.825998790911399,0,0
349,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.819296546513215,0,-0.571244896668941
350,2,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.973225065157749,-0.518399367202073,0
351,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.07731333922129,0.26270707398653
352,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.838874387205578,0
353,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.422065707296133,0.800385341281071,0
354,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.533358039427549,1.20359805459157,0
355,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.439096480794251,-0.35744506586343,0.85908086237032,0
356,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.465769327525049,0,0.817779386765324,0
357,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.361456615384668,0.855759390862659,0
358,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.22143507015426,0.297619660571218
359,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0.351067633833736,0.468859206046909,0.880573871312663,-0.219265862740576
360,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.24922596721444,0
361,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0.561387514136732,0.236120676528662,1.04513434146065,0
362,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.400689640734345,0,1.05887527612504,0
363,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.13567907968536,0.314482075627893
364,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.355585566256195,1.02942223241553,0
365,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.569187601935118,0.951763122109696,0
366,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0.384937192499638,0.426618971582502,1.01673499238677,0
367,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.14485761302058,0
368,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.304165785014629,1.20164724974893,0
369,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.900165372993797,0
370,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.00783042784315,0
371,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.06982356589288,-0.457714167237282
372,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0.29631900396198,0.29098559115082,1.11852762696799,0
373,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.247111694701016,0.210173826199025,0.972300253808498,0
374,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.593466900009662,1.24932013207581,0
375,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0.350961145292968,0,1.18965391931124,0
376,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.02329251682386,0.319598947279155
377,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.260885571036488,0.976155497133732,0
378,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.300182470865548,0.46469341237098,1.17851425136905,0
379,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.956138109788299,0.371366680879146
380,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.378821728378534,0,0.973618753137998,0
381,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.399401580542326,1.07627884496469,0
382,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0.323707002215087,-0.527770461235195,0.801864848472178,-0.596965743321925
383,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.836944380425848,-0.361004274711013
384,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.498114936240017,0,1.01632322056685,0.404683536756784
385,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.06296497560106,0
386,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.14617030706722,0
387,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.416935462225229,0,1.14613952033687,0
388,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.855150733841583,0
389,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.973817464197055,-0.207229809835553
390,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.886716499458998,0
391,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.21670991706196,0
392,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.754891684278846,-0.567014569882303
393,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.874285268131644,-0.233504593372345
394,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.01755534380209,0
395,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.04582286369987,0
396,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.791866913554259,0
397,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.12325337482616,0
398,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0.210151387099177,0,0.804214184754528,0
399,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.538929984346032,0.970606779679656,-0.329774848744273
400,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.386558157578111,1.16687177482527,0
401,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.811549593810923,0
402,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.15362233389169,0
403,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.09579768357798,0
404,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.09233182563912,0
405,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.830197048722766,-0.353083655610681
406,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.579251502454281,1.20599239424337,0
407,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.97837871988304,-0.26665500709787
408,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.28090459452942,0,0.969220095779747,0
409,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.341547896247357,0,0.960000169929117,0
410,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.454705614969134,0.955014815670438,0.37489016558975
411,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.994106688536704,0
412,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.907302667503245,-0.438133779168129
413,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.522943512257188,-0.41187366200611,0.778262925683521,0
414,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.23204931197688,0,1.06382549239788,0
415,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.10026293003466,0
416,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.993657104088925,0
417,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0.421966101694852,-0.448819059319794,0.85653790354263,0.337430258467793
418,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.338005228247494,0.77504454436712,0.347586478758603
419,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,1.1480998925399,0
420,3,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.281809792015702,0.407408216223121,1.04791880608536,0
421,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.310161622427404,0.758417161181569,0
422,3,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.750845470814966,0
423,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.311069661937654,0,0.959859181311913
424,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.768396617029794
425,4,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.227934469375759,0,0,0.787473011063412
426,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0.315704709291458,0,0,0.900956183089875
427,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.315663683973253,0,0.990580599172972
428,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.19352425204124
429,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.528743138536811,0,0.94699645624496
430,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.04645867657382
431,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.44144802922383,0,0.878502982202917
432,4,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.383876971807331,0,0,1.20975986076519
433,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.10027423745487
434,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.753669223398902
435,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.819538654875942
436,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.900770138250664
437,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.57850129827857,-0.409405874926597,0.874092553858645
438,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.19134830997791
439,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.336004897020757,0,1.02567109069787
440,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.364473485853523,0,0.825934977270663
441,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.506238467339426,0,1.20378978131339
442,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.498251148406416,0.956866795313545
443,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.43177585862577,1.03855486109387
444,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.239852816425264,-0.211489425972104,0.927710333024152
445,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.521601239591837,0,0.894337199977599
446,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0.492188598774374,0.568805806338787,-0.464434937015176,0.776750295190141
447,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.552476429846138,0.32948629334569,1.03090289852116
448,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0.523671424109489,0,-0.302524236775935,0.935210956493393
449,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.13017123169266
450,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0.263359542470425,0,0,1.13283830543514
451,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0.253540184535086,0,-0.510557476244867,1.17499383422546
452,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.14841359225102
453,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,-0.582026421371847,0.819560711737722
454,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.264823009073734,0.379919763468206,1.23961388808675
455,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0.519778149854392,-0.593378940131515,0,0.765474130399525
456,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.756849210127257
457,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.03559169766959
458,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.354160861019045,0,0.901998775894754
459,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.15290676662698
460,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.09224824653938
461,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.12072514172178
462,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.847918400773779
463,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.292569970525801,0.796407514251769
464,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,-0.58103512590751,0.75474795687478
465,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.865095702232793
466,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.901846851687878
467,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0.541944204829633,-0.346445538569242,-0.22416515853256,0.768164739245549
468,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,-0.34377141110599,0.894215800915845
469,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,-0.506688908021897,1.1168944328092
470,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.928198414272629
471,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.799339870922267
472,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.06795918627176
473,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.283315391745418,0,0.876054770662449
474,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0.489437446929514,0,0,0.860637110890821
475,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.23380895040464
476,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.03004786930978
477,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,-0.203834478091449,1.12142436555587
478,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.893731553805992
479,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,-0.501279736775905,0,1.01108018576633
480,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.378649721201509,0.858299435582012
481,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.06285694614053
482,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.08436559839174
483,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.432795019168407,0.985461720498279
484,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.884166015777737
485,4,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.557129234354943,0,0,0.953739507938735
486,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,-0.293003940116614,1.17236971133389
487,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.751651400700212
488,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.507396837696433,0,0.946513923234306
489,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.15634271712042
490,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.825209138332866
491,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,1.12383571604732
492,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.594727614242583,0.952301437966526
493,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.796733848750591
494,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0.320795642212033,0,1.16578068758827
495,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.310067053698003,1.20548298885114
496,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0.357721380330622,1.18522097356617
497,4,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.49065142897889,0,-0.215957021154463,1.18662963563111
498,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,-0.36773638818413,1.08300959318876
499,4,"Loadings = ""Cross""","moderate_ifeval_like",4,0,0,0,0.754652469418943
500,4,"Loadings = ""Cross""","moderate_ifeval_like",4,-0.346179527882487,0,-0.417112794984132,0.791902745841071
