"item","block","loading_design","H","F1","F2","F3","F4"
403,4,"Loadings = ""Sparse""",4,0.178306771926582,0,0,0.82908539311029
404,4,"Loadings = ""Sparse""",4,0,0,0,1.20509244373534
405,4,"Loadings = ""Sparse""",4,0,0,0,0.845676433760673
406,4,"Loadings = ""Sparse""",4,0,0,0,1.0959049127996
407,4,"Loadings = ""Sparse""",4,0,0,0,1.23469641676638
408,4,"Loadings = ""Sparse""",4,0,0,0,0.862834529252723
409,4,"Loadings = ""Sparse""",4,0,0,0,0.951240514405072
410,4,"Loadings = ""Sparse""",4,0,0,0,1.1613627843326
411,4,"Loadings = ""Sparse""",4,0,0,0,0.836855791625567
412,4,"Loadings = ""Sparse""",4,0,0,0,0.87094222032465
413,4,"Loadings = ""Sparse""",4,0,0,0,1.03421400533989
414,4,"Loadings = ""Sparse""",4,0,0,0.248528021536768,1.14372994273435
415,4,"Loadings = ""Sparse""",4,0,0,0,1.04602628829889
416,4,"Loadings = ""Sparse""",4,0.245131015330553,0,0,0.890243088710122
417,4,"Loadings = ""Sparse""",4,0,0,0,1.00459334184416
418,4,"Loadings = ""Sparse""",4,0,0,0,0.943266420159489
419,4,"Loadings = ""Sparse""",4,0,0,0,1.05939448787831
420,4,"Loadings = ""Sparse""",4,0,0,0,1.09550364245661
421,4,"Loadings = ""Sparse""",4,0,0,0,1.09001183649525
422,4,"Loadings = ""Sparse""",4,0,0,0,1.23202651343308
423,4,"Loadings = ""Sparse""",4,0,0,0,1.17876898846589
424,4,"Loadings = ""Sparse""",4,0,0,0,0.999929984449409
425,4,"Loadings = ""Sparse""",4,0,0,0,0.920402996474877
426,4,"Loadings = ""Sparse""",4,0,0,0,1.23330779769458
427,4,"Loadings = ""Sparse""",4,0,0,0,0.772073311847635
428,4,"Loadings = ""Sparse""",4,0,0,0,1.22232656134292
429,4,"Loadings = ""Sparse""",4,0,0,0,0.95686604315415
430,4,"Loadings = ""Sparse""",4,0,0,0,1.18166834721342
431,4,"Loadings = ""Sparse""",4,0,0,0,1.1565661149798
432,4,"Loadings = ""Sparse""",4,0,0,0,1.05618842202239
433,4,"Loadings = ""Sparse""",4,0,0,0,1.13793225982226
434,4,"Loadings = ""Sparse""",4,0,0,0,1.09050016570836
435,4,"Loadings = ""Sparse""",4,0,0,0,0.914795818040147
436,4,"Loadings = ""Sparse""",4,0,0,0,1.2204030090943
437,4,"Loadings = ""Sparse""",4,0,0,0,1.23616752494127
438,4,"Loadings = ""Sparse""",4,0,0,0,1.0578818237409
439,4,"Loadings = ""Sparse""",4,0,0,0,1.1586465772707
440,4,"Loadings = ""Sparse""",4,0,0,0,0.970522652962245
441,4,"Loadings = ""Sparse""",4,0.252480454333127,0,0,0.799169983598404
442,4,"Loadings = ""Sparse""",4,0,0,0,0.856055520824157
443,4,"Loadings = ""Sparse""",4,0,0,0,0.753733060322702
444,4,"Loadings = ""Sparse""",4,0,0,0.153420165665448,1.0474410551833
445,4,"Loadings = ""Sparse""",4,0,0,0,0.904757338459603
446,4,"Loadings = ""Sparse""",4,0,0,0,1.22928660095204
447,4,"Loadings = ""Sparse""",4,0,0,0,0.892698321957141
448,4,"Loadings = ""Sparse""",4,0,0,0,0.810015090042725
449,4,"Loadings = ""Sparse""",4,0,0,0,1.12755029229447
450,4,"Loadings = ""Sparse""",4,0,0,0,0.909009333117865
451,4,"Loadings = ""Sparse""",4,0,0,0,1.17733335017692
452,4,"Loadings = ""Sparse""",4,0,0,0,1.12081766326446
453,4,"Loadings = ""Sparse""",4,0,0,0,0.82405355211813
454,4,"Loadings = ""Sparse""",4,0,0,0,1.17047200165689
455,4,"Loadings = ""Sparse""",4,0,0,0,0.930519871762954
456,4,"Loadings = ""Sparse""",4,0,0,0,0.999051391845569
457,4,"Loadings = ""Sparse""",4,0,0,0,0.856268520699814
458,4,"Loadings = ""Sparse""",4,0,0,0,1.11015629256144
459,4,"Loadings = ""Sparse""",4,0,0,0,0.779715652693994
460,4,"Loadings = ""Sparse""",4,0,0.148801299333572,0,0.802712355856784
461,4,"Loadings = ""Sparse""",4,0,0,0,1.04075099376496
462,4,"Loadings = ""Sparse""",4,0,0,0,1.0641623531701
463,4,"Loadings = ""Sparse""",4,0,0,0,0.9883671507705
464,4,"Loadings = ""Sparse""",4,0,0,0.204218976311386,0.837932536378503
465,4,"Loadings = ""Sparse""",4,0,0,0,0.875733412336558
466,4,"Loadings = ""Sparse""",4,0,0,0,0.89359471492935
467,4,"Loadings = ""Sparse""",4,0,0,0,1.24013695050962
468,4,"Loadings = ""Sparse""",4,0,0,0,1.11576214130037
469,4,"Loadings = ""Sparse""",4,0,0,0,0.985090862610377
470,4,"Loadings = ""Sparse""",4,0,0,0,1.24050329858437
471,4,"Loadings = ""Sparse""",4,0,0,0,1.14121423964389
472,4,"Loadings = ""Sparse""",4,0,0,0,1.17104142485186
473,4,"Loadings = ""Sparse""",4,0,0,0,0.895258294185624
474,4,"Loadings = ""Sparse""",4,0,0,0,1.23595409677364
475,4,"Loadings = ""Sparse""",4,0,0,0,1.17908015695866
476,4,"Loadings = ""Sparse""",4,0,0,0,0.813283195486292
477,4,"Loadings = ""Sparse""",4,0,0,0,1.03332702221815
478,4,"Loadings = ""Sparse""",4,0,0,0,0.819222085177898
479,4,"Loadings = ""Sparse""",4,0,0,0,0.934161875396967
480,4,"Loadings = ""Sparse""",4,0,0,0,1.06751760293264
481,4,"Loadings = ""Sparse""",4,0,0,0,0.979647357831709
482,4,"Loadings = ""Sparse""",4,0.261833634972572,0,0.160294529162347,0.989915769780055
483,4,"Loadings = ""Sparse""",4,0,0,0,0.968129245564342
484,4,"Loadings = ""Sparse""",4,0,0,0,0.869754139101133
485,4,"Loadings = ""Sparse""",4,0,0,0,0.750658500939608
486,4,"Loadings = ""Sparse""",4,0,0,0,0.868607976124622
487,4,"Loadings = ""Sparse""",4,0,0,0,1.20607886475045
488,4,"Loadings = ""Sparse""",4,0,0,0,0.882672906969674
489,4,"Loadings = ""Sparse""",4,0,0,0,0.912802198901772
490,4,"Loadings = ""Sparse""",4,0,0.209767163172364,0,0.976314650499262
491,4,"Loadings = ""Sparse""",4,0,0,0,0.839852994307876
492,4,"Loadings = ""Sparse""",4,0,0.192547395043075,0,1.19415032188408
493,4,"Loadings = ""Sparse""",4,0,0,0,0.927933314931579
494,4,"Loadings = ""Sparse""",4,0,0,0,0.766892050858587
495,4,"Loadings = ""Sparse""",4,0,0,0,1.07884741993621
496,4,"Loadings = ""Sparse""",4,0,0,0,1.08119721931871
497,4,"Loadings = ""Sparse""",4,0,0,0,1.17598001775332
498,4,"Loadings = ""Sparse""",4,0,0,0,0.838838859694079
499,4,"Loadings = ""Sparse""",4,0,0,0,0.809307156596333
500,4,"Loadings = ""Sparse""",4,0,0,0,0.806880347430706
