"scenario","rep","np_regime","n","p","H_true","G_true","G_config","K_joint","fix_dgp_parameters","dgp_parameter_seed","loading_parameter_seed","mixture_parameter_seed","data_seed","dgp_p_max","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","intercept_sd","intercept_block_span","intercept_clip","loading_design","block_size_mode","loading_sign_mode","alignment_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","dgp_min_block_size","dgp_median_block_size","dgp_max_block_size","dgp_min_total_nonzero_loadings_by_factor","dgp_median_total_nonzero_loadings_by_factor","dgp_min_cross_nonzero_loadings_by_factor","dgp_median_cross_nonzero_loadings_by_factor","dgp_mean_nonzero_loadings_per_item","dgp_mean_cross_loadings_per_item","dgp_cross_nonzero_fraction","dgp_mean_abs_primary_loading","dgp_mean_abs_cross_loading","dgp_min_loading_l2_by_factor","dgp_median_loading_l2_by_factor","dgp_min_primary_l2_by_factor","dgp_median_primary_l2_by_factor","dgp_n_items_all_zero","dgp_n_items_all_one","dgp_n_items_prev_lt_01","dgp_n_items_prev_gt_99","dgp_min_item_prevalence","dgp_q05_item_prevalence","dgp_median_item_prevalence","dgp_q95_item_prevalence","dgp_max_item_prevalence","dgp_min_marginal_component_count","dgp_median_marginal_component_count","dgp_n_empty_marginal_components","dgp_observed_joint_profiles","dgp_possible_joint_profiles","ours_pretraining_method","viroli_lambda_l1_penalty","viroli_loading_prior","min_mixture_var","viroli_seed","parallel_enabled","parallel_workers","method","mean_factor_abs_cor","mean_loading_abs_cor","min_factor_abs_cor","factor_score_rmse","factor_score_raw_rmse","lambda_corr","lambda_rmse","alpha_corr","alpha_rmse","alpha_raw_corr","alpha_raw_rmse","probability_rmse","joint_profile_ari","seconds","stage1_signal_relative_frobenius_error","stage1_signal_per_entry_mse","stage1_signal_correlation","stage1_sinTheta_op","stage1_sinTheta_fro","stage1_estimated_rank","stage1_full_loglik_per_response","stage1_true_sv_H","stage1_true_sv_Hplus1","stage1_fit_sv_H","stage1_fit_sv_Hplus1","stage1_fit_sv_H_to_Hplus1_ratio","marginal_mu_rmse","marginal_var_rmse","marginal_weight_rmse","marginal_mu_corr","marginal_log_var_corr","marginal_weight_corr","joint_mu_rmse","joint_var_rmse","joint_mu_corr","joint_var_corr","joint_weight_corr","joint_weight_rmse","joint_weight_l1","joint_weight_max_abs_error","est_effective_classes_001","est_effective_classes_01","joint_alignment_method","flat_parameter_corr","flat_parameter_blocks","all_parameter_corr","all_parameter_corr_raw","all_parameter_blocks","gibbs_min_parameter_ess","gibbs_median_parameter_ess","gibbs_mean_parameter_ess","gibbs_min_alpha_ess","gibbs_median_alpha_ess","gibbs_min_lambda_ess","gibbs_median_lambda_ess","gibbs_min_pi_ess","gibbs_median_pi_ess","gibbs_min_mu_ess","gibbs_median_mu_ess","gibbs_min_sig2_ess","gibbs_median_sig2_ess","gibbs_median_iteration_seconds","gibbs_median_z_sample_seconds","gibbs_median_factor_sample_seconds","gibbs_median_class_sample_seconds","gibbs_median_mixture_weight_seconds","gibbs_median_mixture_parameter_seconds","gibbs_median_regression_seconds","gibbs_median_normalization_seconds","gibbs_median_keep_draw_seconds","gibbs_median_diagnostics_seconds","occupied_classes","posterior_kept_draws","mfa_converged","mfa_completed_iter","mfa_final_lambda_rel_range","mfa_final_intercept_rel_range","mfa_final_occupied_range","source_chunk","em_svd_init_method","em_svd_init_z","selected_em_start","em_svd_soft_shrinkage","em_svd_soft_shrinkage_ratio","em_svd_soft_shrinkage_reference","em_svd_soft_rank_cap","mixture_update","pretrain_loading_penalty","rotation_optimizer","rotation_loading_l1_penalty","riemannian_rotation_steps","riemannian_update","lambda_l1_penalty","lasso_backend","glmnet_standardize","refine_enforce_monotone","refine_monotone_tolerance","mu_prior_mean","mu_prior_kappa","var_prior_shape","var_prior_scale","weight_prior_alpha","refine_mu_prior_mean","refine_mu_prior_kappa","refine_var_prior_shape","refine_var_prior_scale","refine_weight_prior_alpha","pretraining_converged","pretraining_completed_iter","selected_pretraining_iteration","pretraining_return_best_iteration","rotation_converged","rotation_completed_outer","refinement_converged","refinement_completed_iter","selected_refinement_iteration","refinement_return_best_iteration","refinement_stopping_objective","refinement_all_mixtures_converged","refinement_monotone_guard_triggered","ours_median_em_iteration_seconds","ours_median_em_e_step_seconds","ours_median_em_projection_seconds","ours_median_em_objective_seconds","ours_median_rotation_iteration_seconds","ours_median_rotation_update_seconds","ours_median_rotation_mixture_refit_seconds","ours_median_rotation_objective_seconds","ours_median_refinement_iteration_seconds","ours_median_refinement_factor_update_seconds","ours_median_refinement_lambda_update_seconds","ours_median_refinement_mixture_update_seconds"
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p2000_H10_G2-2-2-2-2-2-2-2-2-2_sep2",20,"n100p2000",100,2000,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",1024,TRUE,26762731,21272531,26762731,26967731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",70,116,746,167,218,64,96.5,1.469,0.469,0.0521111111111111,2.49360194746277,2.48396750416747,32.1869523369827,36.9842354262815,20.9848690397191,26.8675742933214,0,0,0,0,0.2,0.36,0.54,0.67,0.76,37,50,0,95,1024,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.983209659713137,0.948210013083873,0.972870447647249,0.182331768400319,0.221773760047107,0.950963344334203,0.469315433161381,0.851988562028074,0.395984440230006,NA,NA,0.0919885490322586,1,6.634,0.343787218949916,1.09925504549871,0.93927552158672,0.177169065093238,0.419133000883016,10,-0.117604476581848,284.091387952199,8.25893184270592e-13,286.643744115385,8.49338753171297e-13,337490480735869,0.122226254439887,0.0865899992784534,0.0644977980972763,0.992000490045176,0.575739619951593,NA,0.122226254439888,0.0865899992784538,0.992000490045079,0.583943287517901,NA,0.000411032479407896,0.33365663010008,0.00162854849009593,415,0,"axis_sorted_product",0.925585494115837,"alpha+loading+joint_mu+joint_var+joint_weight",0.854977943648221,0.965325721692677,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G2_2_2_2_2_2_2_2_2_2","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,4,FALSE,1,0,TRUE,"posterior_objective",TRUE,TRUE,0.0349860191345215,0.00775563716888428,0.0207383632659912,0.00570297241210938,0.159379601478577,0.114230513572693,0.0423390865325928,0.00212645530700684,1.19540405273438,0.0786290168762207,1.07511687278748,0.0283510684967041
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p2000_H10_G2-2-2-2-2-2-2-2-2-2_sep2",20,"n200p2000",200,2000,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",1024,TRUE,26762731,21272531,26762731,26968731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",70,116,746,167,218,64,96.5,1.469,0.469,0.0521111111111111,2.49360194746277,2.48396750416747,32.1869523369827,36.9842354262815,20.9848690397191,26.8675742933214,0,0,0,0,0.225,0.41,0.545,0.665,0.77,89,100,0,188,1024,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.994429285005987,0.967326778738553,0.992138106223129,0.105288759314976,0.127773928715417,0.969011253207831,0.339939058698314,0.919358440793822,0.263870693570643,NA,NA,0.0642693516008811,0.799874494155128,18.604,0.275571201763565,0.68666699976067,0.962917929554409,0.144667254347903,0.345729709478703,10,-0.140742129102749,409.742268806195,1.86536150215039e-12,381.676261208436,1.61082890082954e-12,236944011255250,0.0650962953064829,0.0492266049836073,0.0343194230872916,0.997629760010242,0.964910675900143,NA,0.0650962953064825,0.0492266049836073,0.997629760010291,0.954659898745953,NA,0.00021402574810758,0.175866672875281,0.00076819291777633,427,0,"axis_sorted_product",0.965395356493818,"alpha+loading+joint_mu+joint_var+joint_weight",0.964306795139685,0.98699569668948,"alpha+loading+joint_mu+joint_log_var",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G2_2_2_2_2_2_2_2_2_2","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,3,FALSE,3,2,TRUE,"posterior_objective",TRUE,TRUE,0.113543510437012,0.014443039894104,0.0868479013442993,0.0105559825897217,0.251726865768433,0.185934782028198,0.0673689842224121,0.00323486328125,1.32063817977905,0.116704940795898,1.14858317375183,0.0292880535125732
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,"n100p500",100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29711731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",35,40,114,49,68,12,24,1.46,0.46,0.0511111111111111,2.49387145978305,2.47518526363065,17.4175591676944,20.6326300141011,14.6167185051138,15.6427280851495,0,0,0,0,0.23,0.36,0.53,0.71,0.8,22,33,0,99,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.988873616784221,0.963966705171643,0.984330721219421,0.148425869602445,0.197110320334715,0.964630901476129,0.458483590552267,0.890462752145022,0.311476975953225,NA,NA,0.0954324422469769,NA,14.107,0.347530492955935,1.08516172111299,0.93812374973915,0.28461034847353,0.567249404279768,10,-0.150337153377834,134.730962347076,2.07616349370556e-13,140.304080727116,1.63287774958658e-13,859244243867234,0.280475859246501,0.233519534956124,0.0576770453199314,0.963324658483716,0.517168082071212,0.382744155961023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,13,TRUE,10,10,TRUE,"posterior_objective",TRUE,FALSE,0.00925803184509277,0.00158953666687012,0.00635051727294922,0.00113952159881592,0.273666858673096,0.131916046142578,0.146859884262085,0.00204014778137207,0.784478425979614,0.0632199048995972,0.655447602272034,0.0561314821243286
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,"n200p500",200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29712731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",35,40,114,49,68,12,24,1.46,0.46,0.0511111111111111,2.49387145978305,2.47518526363065,17.4175591676944,20.6326300141011,14.6167185051138,15.6427280851495,0,0,0,0,0.275,0.36,0.5225,0.68,0.755,46,64,0,200,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.99120240798435,0.980146774423658,0.984778798584582,0.132314806847696,0.160587393496744,0.980451326642841,0.324272570048951,0.917750482666576,0.276112036360898,NA,NA,0.0772619395241734,NA,8.995,0.269225361335276,0.636763607594995,0.964010763268903,0.201749328956854,0.480884467922978,10,-0.177826070882888,226.062860869015,4.22135485041078e-13,209.806532850959,3.79588246316505e-13,552721362916016,0.102291963693261,0.065201372127855,0.0367998876549527,0.995105043467346,0.686542045430066,0.681093256415133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,4,TRUE,3,3,TRUE,"posterior_objective",TRUE,FALSE,0.0364776849746704,0.00317597389221191,0.030490517616272,0.00226891040802002,0.39562451839447,0.16374397277832,0.2404944896698,0.00317049026489258,0.847338914871216,0.0749270915985107,0.705950975418091,0.0571959018707275
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p1000_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,"n100p1000",100,1000,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29713731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",47,65,325,81,117.5,31,48,1.453,0.453,0.0503333333333333,2.49661720458767,2.48147101980217,22.5163543503651,27.1635844180221,17.0494514405348,20.172074399804,0,0,0,0,0.27,0.4,0.56,0.67,0.76,21,32.5,0,99,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.992909573047823,0.963012959903015,0.989018234976832,0.1184864775631,0.148918746468181,0.96324730911259,0.445113622144486,0.902935303190674,0.308489477924291,NA,NA,0.0912944437794242,NA,10.891,0.336797424199639,1.05588034157756,0.941801654959783,0.20905709921936,0.487526525087372,10,-0.143571706940631,189.351105500374,3.53891632044564e-13,196.936470608304,3.60138605126652e-13,546835212345664,0.233161002602035,0.223167494663152,0.115779930765702,0.976916852007339,0.390902406210228,-0.133565733167779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,20,TRUE,3,3,TRUE,"posterior_objective",TRUE,FALSE,0.017038106918335,0.00314450263977051,0.0111284255981445,0.00226747989654541,0.277412533760071,0.145113587379456,0.144456028938293,0.00204646587371826,0.943831920623779,0.0676529407501221,0.812322854995728,0.054509162902832
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p1000_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,"n200p1000",200,1000,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29714731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",47,65,325,81,117.5,31,48,1.453,0.453,0.0503333333333333,2.49661720458767,2.48147101980217,22.5163543503651,27.1635844180221,17.0494514405348,20.172074399804,0,0,0,0,0.275,0.395,0.53,0.64,0.725,51,65,0,199,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.994021050301465,0.97671675392259,0.989896538164949,0.109078457543568,0.127245145665862,0.977558706362023,0.312362814072314,0.936054394806038,0.272444803845805,NA,NA,0.0715829891883976,NA,11.838,0.263448427581282,0.654181120333721,0.967204005298547,0.173662832024475,0.41185252239007,10,-0.170706610586858,293.085732786563,8.59588991952992e-13,273.188010767706,7.06796172523168e-13,386515973611544,0.0761830014689193,0.0618365571929995,0.0392204076883846,0.997675238362289,0.602122857848584,0.589228500639528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,3,TRUE,3,3,TRUE,"posterior_objective",TRUE,FALSE,0.0607869625091553,0.00633692741394043,0.0492608547210693,0.00442802906036377,0.389455080032349,0.170552968978882,0.203264951705933,0.00325989723205566,1.04559993743896,0.0943999290466309,0.874978065490723,0.0515530109405518
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p1500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,"n100p1500",100,1500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29715731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",58,91,536,122,169.5,45,68,1.458,0.458,0.0508888888888889,2.49125787745323,2.47630778950703,27.5289973152106,32.5734534820337,18.9372649754253,23.8119591316155,0,0,0,0,0.16,0.37,0.515,0.63,0.73,18,33.5,0,100,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.988487320830453,0.957752607112416,0.971401706249539,0.15098047806158,0.200305566745328,0.95798959174401,0.44769488435827,0.803367525087758,0.480299950683656,NA,NA,0.0940696001272119,NA,10.514,0.329578310497423,1.01844508605804,0.944292793908965,0.207740949142671,0.466908756796246,10,-0.145068837469451,216.33400699979,5.8905090356771e-13,221.215108037349,5.72783849004934e-13,386210449930902,0.29849822928963,0.279989139444936,0.11088667364016,0.962634543201127,0.408647849644892,-0.0927260597318768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,8,FALSE,2,1,TRUE,"posterior_objective",FALSE,TRUE,0.0245480537414551,0.00471234321594238,0.0159575939178467,0.00332152843475342,0.291995048522949,0.143890976905823,0.144137501716614,0.00230050086975098,1.1863009929657,0.109507083892822,0.984460592269897,0.0730495452880859
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p1500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,"n200p1500",200,1500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29716731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",58,91,536,122,169.5,45,68,1.458,0.458,0.0508888888888889,2.49125787745323,2.47630778950703,27.5289973152106,32.5734534820337,18.9372649754253,23.8119591316155,0,0,0,0,0.26,0.39475,0.5625,0.675,0.785,44,62.5,0,200,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.995345790697916,0.976180568467226,0.992575282505831,0.0962386435437815,0.121993934390184,0.977327302420271,0.327127037015445,0.933790356548571,0.239770730967724,NA,NA,0.0691129286178217,NA,15.36,0.259211140259058,0.60089296526307,0.968436939781863,0.145003070174146,0.367848313627807,10,-0.180291499856522,348.019189632546,1.26941032653412e-12,312.37864325338,1.26599628494965e-12,246745307997333,0.080517766595602,0.067164464549644,0.0290804793017548,0.997094843818737,0.360186800617761,0.854661023236964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,3,FALSE,3,2,TRUE,"posterior_objective",TRUE,TRUE,0.0853114128112793,0.00943458080291748,0.0679939985275269,0.00669658184051514,0.385203123092651,0.179251909255981,0.195326089859009,0.00330305099487305,1.25466203689575,0.119620084762573,1.06643295288086,0.0521738529205322
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p2000_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,"n100p2000",100,2000,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29717731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",70,116,746,167,218,64,96.5,1.469,0.469,0.0521111111111111,2.49360194746277,2.48396750416747,32.1869523369827,36.9842354262815,20.9848690397191,26.8675742933214,0,0,0,0,0.28,0.39,0.58,0.74,0.83,21,33,0,100,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.990329271515366,0.9579171235435,0.983135849343361,0.138376451752372,0.168028478441613,0.959352588003238,0.466344636968719,0.88176929173239,0.306658274972643,NA,NA,0.0936779117807381,NA,10.651,0.333095399848195,0.982696238713148,0.943062345926778,0.204162856088216,0.438459916613195,10,-0.151148966170736,255.080320249845,8.98293294514167e-13,264.594870504129,7.41953842718115e-13,356619044568591,0.281511949624872,0.27996813299792,0.130466405381867,0.971288214025969,0.454310780746378,-0.439768127542705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,5,FALSE,2,1,TRUE,"posterior_objective",TRUE,TRUE,0.0320875644683838,0.00621604919433594,0.0206661224365234,0.00439250469207764,0.293316125869751,0.128091812133789,0.159595966339111,0.00223994255065918,1.23600006103516,0.0919265747070312,1.07489943504333,0.054293155670166
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p2000_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,"n200p2000",200,2000,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",59049,TRUE,29512731,21272531,29512731,29718731,2000,2,"viroli_smoke","unequal","ifeval_like",0.45,1.6,1.75,"balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",70,116,746,167,218,64,96.5,1.469,0.469,0.0521111111111111,2.49360194746277,2.48396750416747,32.1869523369827,36.9842354262815,20.9848690397191,26.8675742933214,0,0,0,0,0.245,0.395,0.55,0.665,0.735,52,63.5,0,200,59049,"em_svd",NA,NA,0.05,NA,TRUE,18,"independent_marginal_mixture",0.995460309020918,0.975617102308598,0.993788202629348,0.0950472779640398,0.119454371109726,0.976217017987767,0.323000126762326,0.935268848903073,0.249439356769517,NA,NA,0.0678522552804835,NA,19.367,0.259691129418976,0.629677754764827,0.968896498633426,0.15268969664597,0.376699952090845,10,-0.174078902384851,408.655853907791,1.99750702360209e-12,372.967187398118,1.49172423481348e-12,250024219419317,0.0723961527528628,0.0713381991337933,0.0301482093884826,0.997748125449971,0.475175287214695,0.785741917820218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"skipped_large_K",NA,"skipped_large_K",NA,NA,"skipped_large_K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fixed_ifeval_product_map_penalty5_rep20_H10_G3_3_3_3_3_3_3_3_3_3","both","expectation","viroli_expectation_svd",NA,NA,NA,NA,"map",5,"riemannian",5,10,"cayley",5,"glmnet",FALSE,TRUE,1e-08,0,0.05,3,2,1,0,0.05,3,2,1,FALSE,50,50,FALSE,TRUE,4,FALSE,3,2,TRUE,"posterior_objective",TRUE,TRUE,0.109673500061035,0.012608528137207,0.0866559743881226,0.00894451141357422,0.437698483467102,0.194148421287537,0.232853531837463,0.00343060493469238,1.37076210975647,0.145167112350464,1.14349699020386,0.0627918243408203
