"scenario","rep","n","p","H_true","G_true","G_config","separation","mixture_param_mode","mixture_variance_mode","intercept_mode","loading_design","block_size_mode","loading_sign_mode","alignment_mode","loading_strength","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","cross_sign_mode","fix_dgp_parameters","dgp_parameter_seed","loading_parameter_seed","mixture_parameter_seed","data_seed","dgp_p_max","product_method","comparator_method","factor_score_rmse_product","factor_score_rmse_comparator","factor_score_rmse_product_minus_comparator","lambda_rmse_product","lambda_rmse_comparator","lambda_rmse_product_minus_comparator","alpha_rmse_product","alpha_rmse_comparator","alpha_rmse_product_minus_comparator","marginal_mu_rmse_product","marginal_mu_rmse_comparator","marginal_mu_rmse_product_minus_comparator","marginal_var_rmse_product","marginal_var_rmse_comparator","marginal_var_rmse_product_minus_comparator","marginal_weight_rmse_product","marginal_weight_rmse_comparator","marginal_weight_rmse_product_minus_comparator","seconds_product","seconds_comparator","seconds_product_minus_comparator"
"rep18_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",18,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29692731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.128830545522661,0.142797031469719,-0.013966485947058,0.316440828551544,0.252003442862652,0.064437385688892,0.298191622378247,0.313233778260056,-0.015042155881809,0.0769962505311368,0.242085967168046,-0.165089716636909,0.0571590582440233,0.270061182497281,-0.212902124253258,0.0398043419515175,0.0812237643992202,-0.0414194224477027,8.566,86.802,-78.236
"rep18_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",18,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22441731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.137601348624099,0.158140950540302,-0.020539601916203,0.490092625883029,0.431954729755128,0.058137896127901,0.4592865298665,0.437140958663441,0.022145571203059,0.0545675504192407,0.0532211620726329,0.0013463883466078,0.0506806058654993,0.051335606134338,-0.000655000268838697,0.0284813952543275,0.0273495822389279,0.0011318130153996,4.366,46.736,-42.37
"rep18_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",18,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22442731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.134073164171803,0.149199190623332,-0.015126026451529,0.357863230508948,0.330450849255217,0.027412381253731,0.251262671887836,0.244823222266805,0.00643944962103102,0.0906275089191875,0.0903761989263221,0.000251309992865406,0.0390596466602172,0.0375623297579338,0.0014973169022834,0.0466157127275142,0.0470590996879176,-0.0004433869604034,7.373,55.57,-48.197
"rep18_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G3-3-3-3-3_sep2",18,100,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23191731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.139097410870439,0.174177631108566,-0.035080220238127,0.513506237568882,0.365582875590257,0.147923361978625,0.293088093081359,0.309451617976124,-0.016363524894765,0.298488617841257,0.241921419743608,0.056567198097649,0.249573974209494,0.273008030400546,-0.023434056191052,0.198968429743606,0.0751920070966709,0.123776422646935,4.491,46.981,-42.49
"rep18_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G3-3-3-3-3_sep2",18,200,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23192731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.122794216699373,0.147667895084113,-0.02487367838474,0.364522557012036,0.312483289082325,0.052039267929711,0.296013101581082,0.341815578331443,-0.045802476750361,0.0604947810097582,0.226591811846657,-0.166097030836899,0.0593846574874357,0.242109075913443,-0.182724418426007,0.0354016779102644,0.064566752401904,-0.0291650744916396,7.523,56.362,-48.839
"rep19_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",19,100,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26951731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.141567888699806,0.155667418759311,-0.014099530059505,0.455751356330389,0.407210665934369,0.04854069039602,0.352386131897968,0.336373947498433,0.016012184399535,0.0920215643823303,0.0905697073135698,0.00145185706876051,0.0400070603819022,0.0527612341438672,-0.012754173761965,0.0472194371949812,0.0473312344832055,-0.000111797288224302,4.632,76.591,-71.959
"rep19_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",19,200,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26952731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.137489636317113,0.143216294911724,-0.005726658594611,0.323462652702133,0.305823562540921,0.017639090161212,0.295709276117356,0.290291880039489,0.00541739607786695,0.0657133204420257,0.0648136256843825,0.000899694757643205,0.0324208558649031,0.042118784354087,-0.0096979284891839,0.0341687363222762,0.0339819253232002,0.000186810999075998,8.048,87.914,-79.866
"rep19_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",19,100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29701731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.142320245668534,0.166716949778168,-0.024396704109634,0.448540091659094,0.346629138458301,0.101910953200793,0.361194264457606,0.368304277540134,-0.00711001308252801,0.324320733003945,0.26112217586896,0.063198557134985,0.26831049490848,0.303037281558797,-0.034726786650317,0.214676517943434,0.0830328916695214,0.131643626273913,7.731,77.243,-69.512
"rep19_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",19,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29702731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.343996249254146,0.144689744136703,0.199306505117443,0.401797937905568,0.274927930846064,0.126870007059504,0.272237660482473,0.296382839445392,-0.024145178962919,0.193755677167724,0.24839698590458,-0.054641308736856,0.173120866723568,0.263146083485613,-0.090025216762045,0.0521358667475079,0.0755948553423495,-0.0234589885948416,8.917,87.748,-78.831
"rep19_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",19,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22451731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.125325414609447,0.146106847095156,-0.020781432485709,0.500352938950767,0.45071502245383,0.049637916496937,0.540005266017003,0.539168970841124,0.00083629517587902,0.102691705400882,0.0972047666129159,0.00548693878796611,0.0550076317597429,0.0558731635430042,-0.000865531783261299,0.0540522834844437,0.0513977342940242,0.0026545491904195,4.392,46.798,-42.406
"rep19_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",19,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22452731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.136056261867522,0.149644973589732,-0.01358871172221,0.361072229292719,0.33344438865461,0.027627840638109,0.361990270588089,0.357551662279049,0.00443860830904003,0.0827041968217249,0.0809330761819383,0.0017711206397866,0.0473540200716712,0.0439992976753179,0.0033547223963533,0.0433968554186254,0.0429689843169059,0.000427871101719504,7.147,55.856,-48.709
"rep19_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G3-3-3-3-3_sep2",19,100,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23201731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.13753080858703,0.171543608350311,-0.034012799763281,0.504121984211211,0.334934566539494,0.169187417671717,0.403454286912663,0.431204328941235,-0.027750042028572,0.26920499926027,0.223035570423806,0.046169428836464,0.232104641278265,0.245065796320067,-0.012961155041802,0.0601963634842878,0.0808421122399803,-0.0206457487556925,9.896,46.865,-36.969
"rep19_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G3-3-3-3-3_sep2",19,200,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23202731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.128167807793447,0.15245274817484,-0.024284940381393,0.359306704664189,0.313003880604941,0.046302824059248,0.218993655823587,0.255593316767449,-0.036599660943862,0.0769771854943274,0.225524785774076,-0.148547600279749,0.0546346409932712,0.198071068338827,-0.143436427345556,0.0429183439314729,0.0793607880203907,-0.0364424440889178,7.572,56.551,-48.979
"rep2_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",2,100,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26781731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.141820501114561,0.156235692317103,-0.014415191202542,0.453060546731651,0.400739718171768,0.052320828559883,0.324485993760874,0.306069659558134,0.01841633420274,0.0882881377413876,0.0868026630806005,0.00148547466078711,0.0586997394647559,0.0673389418555624,-0.0086392023908065,0.0453798979422274,0.0442436713429334,0.001136226599294,8.816,75.617,-66.801
"rep2_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",2,200,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26782731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.137386260423352,0.144525432645143,-0.007139172221791,0.329344901372534,0.306420870802088,0.022924030570446,0.325912708398469,0.328063015972714,-0.002150307574245,0.108303270343861,0.105415996852257,0.002887273491604,0.0302658604137334,0.0381136006321293,-0.0078477402183959,0.0554877269074352,0.0557317234272659,-0.000243996519830703,14.849,86.379,-71.53
"rep2_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",2,100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29531731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.1492307472917,0.168606528733658,-0.019375781441958,0.450854262646463,0.357402689421374,0.093451573225089,0.309169296786767,0.32196101575236,-0.012791718965593,0.282337588910506,0.252618060813106,0.0297195280974,0.252003269664119,0.281556591556606,-0.029553321892487,0.158351095903971,0.0914550697936358,0.0668960261103352,18.813,76.382,-57.569
"rep2_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",2,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29532731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.132919457358851,0.145912394895131,-0.01299293753628,0.321317832634003,0.281467279275928,0.039850553358075,0.264492315019474,0.27358186896044,-0.009089553940966,0.0904613518059377,0.226695605635186,-0.136234253829248,0.0542440846057361,0.251341352443005,-0.197097267837269,0.0407305408659523,0.0691931367547908,-0.0284625958888385,16.893,88.596,-71.703
"rep2_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",2,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22281731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.131705118644319,0.161178843526494,-0.029473724882175,0.493801189380758,0.435078874688786,0.058722314691972,0.522034309770013,0.517246041930353,0.00478826783966002,0.1236689035585,0.115121526946635,0.00854737661186501,0.041462062416482,0.0430380364540881,-0.0015759740376061,0.0622981360969164,0.0605482026145249,0.0017499334823915,8.302,46.835,-38.533
"rep2_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",2,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22282731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.132562049510412,0.148171954682633,-0.015609905172221,0.349505809017066,0.32301625126767,0.026489557749396,0.383671382884943,0.373917053551798,0.00975432933314502,0.0778496581713968,0.0746903968869226,0.0031592612844742,0.0347577891752633,0.0395402514394236,-0.0047824622641603,0.040760857541288,0.0396449829199556,0.0011158746213324,14.019,56.103,-42.084
"rep2_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G3-3-3-3-3_sep2",2,100,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23031731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.138718827887155,0.182520420434945,-0.04380159254779,0.52353033402377,0.411927510529558,0.111602823494212,0.277526809478369,0.30807571618424,-0.030548906705871,0.243613729658435,0.262161080215331,-0.018547350556896,0.213789333098938,0.268235394998314,-0.054446061899376,0.157083480865858,0.103873730720993,0.053209750144865,9.68,46.97,-37.29
"rep2_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G3-3-3-3-3_sep2",2,200,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23032731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.12375504565953,0.149373623859147,-0.025618578199617,0.377829495221971,0.318180899039951,0.05964859618202,0.262112446091803,0.316890707002604,-0.054778260910801,0.0723357910644782,0.228700412142245,-0.156364621077767,0.0545410603147663,0.206258594384324,-0.151717534069558,0.0282439502009583,0.0608817259821714,-0.0326377757812131,14.522,56.359,-41.837
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",20,100,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26961731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.14023583224008,0.158941722529583,-0.018705890289503,0.455173179196108,0.405562719549263,0.049610459646845,0.372875650536389,0.373894213812906,-0.001018563276517,0.129643669537478,0.12433196022068,0.005311709316798,0.0587181288670658,0.0649285817228764,-0.00621045285581059,0.0673186267514672,0.0658919232138741,0.0014267035375931,4.867,75.887,-71.02
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",20,200,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26962731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.135601053262279,0.141919211668471,-0.00631815840619199,0.332000266710385,0.309057857722155,0.02294240898823,0.264134915743857,0.260702726246504,0.00343218949735302,0.0703794239976336,0.0690696255235589,0.0013097984740747,0.0294152481325317,0.0390996794732058,-0.0096844313406741,0.0363852071313321,0.0364740787809344,-8.88716496022998e-05,8.734,86.482,-77.748
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29711731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.148425869602445,0.166489862050591,-0.018063992448146,0.458483590552267,0.366062272981273,0.092421317570994,0.311476975953225,0.322008383275831,-0.010531407322606,0.280475859246501,0.273934093356164,0.006541765890337,0.233519534956124,0.321734618451228,-0.088215083495104,0.0576770453199314,0.087623197945495,-0.0299461526255636,14.107,76.2,-62.093
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",20,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29712731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.132314806847696,0.147441175995748,-0.015126369148052,0.324272570048951,0.275633614824549,0.048638955224402,0.276112036360898,0.298553900455529,-0.022441864094631,0.102291963693261,0.25912106336003,-0.156829099666769,0.065201372127855,0.285207305245411,-0.220005933117556,0.0367998876549527,0.0818171005195531,-0.0450172128646004,8.995,88.589,-79.594
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",20,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22461731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.139954605955385,0.172633979377105,-0.03267937342172,0.48453774828248,0.432515174463684,0.052022573818796,0.530063183708096,0.52819971894526,0.00186346476283605,0.0737622126054804,0.0720593265312515,0.0017028860742289,0.0487746320752283,0.046900684437142,0.0018739476380863,0.0383430825481736,0.0377310464703091,0.000612036077864496,3.602,46.971,-43.369
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G2-2-2-2-2_sep2",20,200,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22462731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.131423672216894,0.145032446240887,-0.013608774023993,0.352048800242907,0.321951692636937,0.03009710760597,0.284467292505098,0.265057206773959,0.019410085731139,0.0358572678627219,0.0324008336427777,0.0034564342199442,0.0348105806324488,0.0391296856911715,-0.0043191050587227,0.0178050785079045,0.0166744633617576,0.0011306151461469,7.345,55.863,-48.518
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G3-3-3-3-3_sep2",20,100,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23211731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.146467022126815,0.180668821409509,-0.034201799282694,0.52725431663071,0.435722415347691,0.091531901283019,0.279649651160878,0.287887722637729,-0.00823807147685102,0.232229907860329,0.280441513038776,-0.048211605178447,0.181689693754558,0.30048419416335,-0.118794500408792,0.0518109375016584,0.101695427782497,-0.0498844902808386,5.271,47.537,-42.266
"rep20_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H5_G3-3-3-3-3_sep2",20,200,500,5,"3-3-3-3-3","3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,23012731,20772531,23012731,23212731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.13064688993873,0.150421689710301,-0.019774799771571,0.373567659568395,0.324137716971908,0.049429942596487,0.275953480515149,0.308146510235399,-0.03219302972025,0.0763252720153681,0.238095281327893,-0.161770009312525,0.0612912491934915,0.235895365468995,-0.174604116275504,0.0279673233147352,0.0624343940081299,-0.0344670706933947,6.938,57.186,-50.248
"rep21_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",21,100,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26971731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.146873572569826,0.163095824911465,-0.016222252341639,0.454077452858587,0.40346891789073,0.0506085349678571,0.383710391278622,0.368793087689541,0.014917303589081,0.0721332562488139,0.0729143708158587,-0.000781114567044799,0.0462300068245752,0.0601002724510298,-0.0138702656264546,0.0370618874823923,0.0374752048764526,-0.000413317394060302,4.892,76.03,-71.138
"rep21_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G2-2-2-2-2-2-2-2-2-2_sep2",21,200,500,10,"2-2-2-2-2-2-2-2-2-2","2-2-2-2-2-2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,26762731,21272531,26762731,26972731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.135809556876018,0.144464592075244,-0.008655035199226,0.325208715574387,0.305701007083722,0.019507708490665,0.278443608484811,0.275932290538515,0.002511317946296,0.0736201937948313,0.0722631248181319,0.0013570689766994,0.0303482665021898,0.0428669865288205,-0.0125187200266307,0.0384236941101416,0.0380713651687867,0.000352328941354896,7.863,86.606,-78.743
"rep21_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",21,100,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29721731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.149407257253894,0.169373275048457,-0.019966017794563,0.45486564869429,0.359128015970134,0.095737632724156,0.348435723961435,0.366998604228334,-0.018562880266899,0.299174112555626,0.258659591090581,0.040514521465045,0.249438634143025,0.304106700416936,-0.054668066273911,0.111880710332312,0.0846617410191451,0.0272189693131669,11.419,76.174,-64.755
"rep21_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n200_p500_H10_G3-3-3-3-3-3-3-3-3-3_sep2",21,200,500,10,"3-3-3-3-3-3-3-3-3-3","3-3-3-3-3-3-3-3-3-3",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,29512731,21272531,29512731,29722731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.130865489309157,0.145588854870327,-0.01472336556117,0.330747097910927,0.275581246990751,0.055165850920176,0.224102211894007,0.240062474269381,-0.015960262375374,0.0778007061805513,0.247405267549615,-0.169604561369064,0.0547493026811395,0.270268854052485,-0.215519551371346,0.0363103787071593,0.0806665508721828,-0.0443561721650235,8.537,87.236,-78.699
"rep21_balanced_moderate_dense_signed_cross_strong_cp0_05_ifeval_min30_n100_p500_H5_G2-2-2-2-2_sep2",21,100,500,5,"2-2-2-2-2","2-2-2-2-2",2,"viroli_smoke","unequal","ifeval_like","balanced_moderate_dense_signed_cross","ifeval_min30","block","loadings","strong",2,3,2,3,0.05,"random",TRUE,22262731,20772531,22262731,22471731,2000,"independent_marginal_mixture","viroli_laplace_gibbs",0.13664803760561,0.166058721912984,-0.029410684307374,0.496514750324008,0.440595892118015,0.055918858205993,0.424151525646129,0.403113435436009,0.02103809021012,0.0691206085625314,0.0685130023735461,0.000607606188985296,0.0511577496222632,0.0533849546194978,-0.0022272049972346,0.035710785487994,0.0356037768027217,0.000107008685272303,4.419,47.389,-42.97
