"item","block","H","p","p_master","loading_seed","block_size_mode","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","F1","F2","F3","F4","F5"
260,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.98479682928883,2.87405177764595,-2.94806025899015,0
261,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.34011934511364,0,0,0
262,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.87535238708369,0,0,0
263,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.05643394216895,0,0,0
264,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.74423751956783,0,0,0
265,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.18812452163547,-2.46206588554196,0,0
266,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.61034044460393,0,0,0
267,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.74089941685088,0,0,0
268,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.61634967662394,0,0,0
269,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.74779746425338,-2.8414493878372,0,0
270,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.36746865487657,0,0,0
271,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.86642269440927,0,0,2.05339570646174
272,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.03111440897919,0,0,0
273,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.50621620821767,0,0,0
274,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,-2.32981331879273,2.58904594182968,0,0,0
275,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.74391118390486,0,0,0
276,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.84177092043683,0,0,0
277,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.92752116941847,0,0,0
278,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.59848405024968,0,0,0
279,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.56912311678752,-2.01712136040442,0,0
280,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.55695355683565,0,0,0
281,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.73444404127076,0,0,0
282,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.40078210784122,2.36528851697221,0,0
283,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.54963567014784,0,0,0
284,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.19887538859621,0,0,0
285,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.11185470805503,0,0,0
286,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.85497006471269,0,0,0
287,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.98604569933377,0,0,0
288,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.80262722680345,0,0,0
289,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.15539685334079,0,0,0
290,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.93829905963503,0,0,0
291,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.5712567192968,2.58229579543695,0,0
292,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.93185270437971,0,0,0
293,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.65457308152691,2.94813047512434,0,0,0
294,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.94782889750786,0,0,0
295,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.04544954420999,0,0,0
296,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.47893062629737,2.3772847733926,0,0
297,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.08946942794137,0,0,0
298,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.58504859590903,0,0,0
299,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.76043074671179,0,0,0
300,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.503984056646,0,0,0
301,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.86298940563574,0,0,0
302,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.63167745689861,0,0,-2.85844118962996
303,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.90619576000609,0,0,0
304,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.61979584605433,0,0,0
305,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.96485684206709,2.26249752170406,0,0,0
306,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.09472748544067,0,-2.03871615673415,0
307,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.19596032146364,0,0,0
308,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.23212127946317,0,0,0
309,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.75027799792588,0,0,0
310,2,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.67211002320983,0,0,0
311,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.68305230722763,0,0
312,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.46534591028467,0,0
313,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.10527017479762,0,0
314,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.37119654309936,0,0
315,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.43804867635481,0,0
316,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.46704154415056,0,0
317,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.45926569378935,0,0
318,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.37934525497258,0,0
319,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.9158135636244,0,0
320,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.11867571691982,0,0
321,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.57263379171491,0,0
322,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.17478841892444,0,0
323,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.56044055172242,0,0
324,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.67634395952336,0,0
325,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.70668083406053,0,0
326,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,-2.58023506496102,2.8235991327092,0,0
327,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.95664959074929,0,0
328,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.71077291225083,0,0
329,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.87570301326923,0,-2.9519113029819
330,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.55316998367198,0,0
331,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.77295549400151,0,0
332,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.60796123696491,-2.35151643422432,0
333,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.66655741515569,0,0
334,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.14986955863424,0,0
335,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.90639059408568,0,0
336,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.43237621407025,0,0
337,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.91895626694895,0,0
338,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.71995401405729,0,2.3866493308451,0,0
339,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.01383294863626,0,0
340,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.13868891820312,-2.2844521116931,0
341,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.17322158324532,0,0
342,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.46549757663161,0,-2.11172916600481
343,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.01333080301993,0,0
344,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.22888157563284,0,0
345,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.92644083197229,0,0
346,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.37296162964776,0,0
347,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.78794313548133,0,0
348,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.7455307401251,0,0
349,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.7269552606158,0,0
350,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.92229458456859,0,0
351,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.43030585069209,0,0
352,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,-2.07140641123988,0,2.64007462095469,0,0
353,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.31694139749743,0,0
354,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.517825569259,0,0
355,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.34330782084726,0,0
356,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.44283509836532,0,0
357,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.87018123688176,0,0
358,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.88008542102762,0,0
359,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.81136964284815,0,0
360,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.5939770762343,0,0
361,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.17094098310918,0,0
362,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.56670039799064,0,0
363,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.9884732645005,0,0
364,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.64964885939844,0,0
365,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.44994210009463,0,0
366,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.57440296770073,0,-2.95085991057567
367,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.7084132079035,0,0
368,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.99938096548431,0,0
369,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.97434717020951,0,0
370,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.48602736741304,0,0
371,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.53771985671483,0,0
372,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.85340987914242,0,0
373,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.96881858562119,0,0
374,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.90053558233194,0,0
375,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.08708806638606,0,0
376,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.88963216589764,0,0
377,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.97198373172432,0,0
378,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.54004374565557,0,2.5457971857395
379,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.36667890916578,0,0
380,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.18597250292078,0,2.13509790832177
381,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.42594597535208,0,2.51021752716042,0,0
382,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.86439358186908,0,0
383,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.17110162018798,0,2.49951551505364,0,0
384,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.90189927467145,0,0
385,3,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.92888217512518,0,0
386,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,-2.61721034813672,0,2.47520928410813,0
387,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.04933175584301,0
388,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.80433469405398,0
389,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.17323855939321,0
390,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.05953951366246,0
391,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.96342878136784,0
392,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.65664658206515,0
393,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.96846612798981,0
394,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.84402472618967,0,2.47276300285012,0
395,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.28688987740315,0
396,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.03768479847349,0
397,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.66061262018047,0
398,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.93626845558174,0
399,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.58727586292662,0
400,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.23783940449357,0
401,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.85022327164188,0
402,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.60534099652432,2.31622494361363,-2.10221811314113
403,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.4776366672013,-2.69409652263857
404,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,-2.08367883134633,0,2.00385290221311,0
405,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,-2.42335395724513,0,0,2.7481862262357,0
406,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.24545862828381,0,0,2.03313589002937,0
407,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.65080610057339,0
408,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.44095640745945,0
409,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.92822737223469,0
410,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,-2.90880617592484,0,2.25288380379789,0
411,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.66192880109884,0
412,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.42266998207197,0
413,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.25553737650625,0,0,2.85704633803107,0
414,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.39477296895348,0
415,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.47955060377717,0
416,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.84994450514205,0
417,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.78371805138886,0
418,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.36387637606822,0
419,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.31674905424006,0,0,2.84998268075287,0
420,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.201979968464,0
421,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.70829359558411,0
422,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.13769110199064,0
423,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.29123859829269,0
424,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.15435778698884,0
425,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.80150231835432,0
426,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.9637839619536,-2.81589998258278,2.13432638370432,2.92975215683691,0
427,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.91963864979334,0
428,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,-2.05867642560042,2.20980473328382,0
429,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.26801791973412,0
430,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.18989316746593,0
431,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.47883982677013,0
432,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.36945493263192,0
433,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.10269032837823,0
434,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.34485140652396,0
435,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.27045509312302,0
436,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.09390706778504,0
437,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.90897369454615,-2.8992206598632
438,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.533810476074,0
439,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.73979859892279,0
440,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.973471167963,0,2.86147580458783,0
441,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.72484482382424,0
442,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,2.04010824114084,2.2667212432716,0
443,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.09495906834491,0
444,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.04185953759588,0
445,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.55107819242403,0
446,4,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.45606712903827,0
447,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.62332120235078
448,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.08026911877096
449,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,-2.75792401726358,0,2.31468378030695
450,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.91163705359213
451,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.17788689560257
452,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.42027017683722
453,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.49623142485507,0,0,2.00518340966664
454,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.39992890018038
455,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,-2.89443330676295,0,0,2.73255671956576
456,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,-2.26637605391443,0,2.53327544010244
457,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.00288028456271
458,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.58807140868157
459,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.45628880336881,0,0,2.38917954172939
460,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.91298525454476,2.1133506980259
461,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.97526818444021
462,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.05450363922864
463,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.10532127646729
464,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.1003108585719
465,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.54381060507149
466,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.96038117096759
467,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,-2.05619222112,2.53681549034081
468,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,-2.65075797471218,2.52206195797771
469,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.8192546160426
470,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.12905781343579
471,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.03547466895543
472,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.76120101171546
473,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.31029408820905
474,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.85463585052639
475,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,2.68784449039958,2.87474416708574
476,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.62921271519735
477,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.94954127259552
478,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.24158709915355
479,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.22351535060443
480,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.67981977271847
481,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.61116938921623
482,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,2.76211516093463,0,0,2.03201780584641
483,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.65168342273682
484,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.40951679390855
485,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.29239740921184
486,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.10214030696079
487,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.60348214465193
488,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.95732384757139
489,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.78397515951656
490,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.15468077012338
491,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.6463139357511
492,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.40423332690261
493,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.21571180410683
494,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.16249297559261,0,0,0,2.94380293367431
495,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.47616932657547
496,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,2.10888984007761,0,0,0,2.51401180983521
497,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.45707657490857
498,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.86042161099613
499,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.35495902458206
500,5,5,500,2000,20771531,"ifeval_min30",2,3,2,3,0.05,0,0,0,0,2.98194582853466
