"item","block","H","p","p_master","loading_seed","block_size_mode","primary_loading_min","primary_loading_max","cross_loading_min","cross_loading_max","cross_loading_prob","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10"
477,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.90235703042708,0,0,0,0,0,0,0,0,0
478,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.65050591016188,0,0,0,0,0,0,0,0,0
479,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.47798556648195,0,0,0,0,0,0,0,0,0
480,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.61020793067291,0,0,0,0,0,0,-2.2012210986577,0,0
481,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.93966702837497,0,0,0,0,0,0,0,0,0
482,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.12022856855765,0,-2.17106713564135,0,0,0,0,0,0,0
483,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.59770078118891,0,2.92478852672502,0,0,0,0,0,0,0
484,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.23613455309533,0,0,0,0,0,0,0,0,2.6002968212124
485,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.7373205635231,0,0,0,0,0,0,0,0,0
486,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.48637680825777,0,0,0,0,0,0,0,0,0
487,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.66479456378147,0,0,0,0,0,0,0,0,0
488,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.42664466472343,0,0,0,0,0,0,0,0,0
489,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.97424957808107,0,0,0,0,0,0,0,0,0
490,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.78373915911652,0,0,0,0,0,0,0,0,0
491,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.72861439269036,0,0,0,0,0,0,0,0,0
492,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.10432175290771,2.99162483285181,0,0,0,0,0,0,0,-2.1380607439205
493,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.6485642825719,0,0,0,-2.12786660133861,0,0,0,0,0
494,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.47116074175574,0,0,0,0,0,0,0,0,0
495,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.88920747558586,0,0,0,0,0,0,0,0,0
496,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.93352416111156,-2.63555574370548,0,-2.75362955429591,0,0,0,0,0,0
497,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.31143415276892,0,0,2.13417460722849,0,0,0,0,0,0
498,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.50034610112198,0,0,0,0,0,0,0,0,0
499,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.23120045522228,2.63025443977676,0,0,0,0,0,0,0,0
500,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.34966387832537,0,0,0,0,0,0,0,0,0
501,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.274185373215,0,-2.16113633988425,0,0,0,0,0,0,0
502,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.99264082475565,0,-2.73639918793924,0,0,2.60460167983547,0,0,0,0
503,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.46692925598472,0,0,0,0,2.09147631726228,0,0,0,0
504,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.38244872982614,0,0,0,0,0,0,0,0,0
505,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.975560329156,0,0,0,0,0,0,0,0,0
506,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.88270211662166,-2.25345068238676,0,0,2.53219030844048,0,0,0,0,0
507,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.82308126334101,-2.89537301892415,0,0,2.86529529839754,0,0,0,0,0
508,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.25197446788661,0,0,0,0,0,0,0,0,0
509,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.45168761257082,-2.79963654396124,0,0,0,0,-2.94822139386088,0,0,0
510,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.17593054007739,0,0,0,0,0,0,0,0,0
511,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.01666791504249,0,0,0,0,-2.67358763888478,0,0,0,0
512,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.6385123829823,0,0,0,0,0,0,0,0,0
513,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.44361684308387,0,0,0,0,0,0,0,0,0
514,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.93878912180662,0,0,0,0,0,0,0,0,0
515,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.68658460839652,0,0,0,0,0,0,0,0,0
516,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.53886733367108,0,0,0,0,0,0,0,0,0
517,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.43271423340775,0,0,0,0,0,0,0,0,0
518,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.34619590663351,0,0,0,0,0,0,0,0,0
519,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.65579904569313,0,0,0,0,0,0,0,0,0
520,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.07921624113806,0,0,0,0,0,0,0,0,0
521,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.00645917467773,0,-2.9739034906961,0,0,0,0,0,0,0
522,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.69426748109981,0,0,0,0,0,0,0,0,0
523,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.93889258103445,0,0,0,0,0,0,0,0,0
524,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.05117517686449,0,0,0,0,0,0,0,0,0
525,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.9000363855157,0,0,0,0,0,0,0,0,0
526,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.48947353684343,0,0,0,0,0,0,2.50900411047041,0,0
527,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.02229181025177,0,0,0,0,0,0,0,0,0
528,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.84903547656722,0,0,0,2.41172994393855,0,0,0,0,0
529,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.81855088262819,0,0,0,0,0,0,0,0,0
530,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.03761612134986,0,-2.26169183873571,0,0,0,0,0,0,0
531,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.93433224968612,0,0,0,0,0,0,0,-2.27331994171254,0
532,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.97861433960497,2.03136025532149,0,0,0,0,0,0,0,0
533,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.10019291681238,0,0,0,0,0,0,0,0,0
534,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.51378412730992,0,0,0,0,0,0,0,0,0
535,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.88224511244334,0,0,0,0,0,0,0,0,0
536,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.66056007612497,0,0,0,-2.96351778763346,0,0,0,0,0
537,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.82470965641551,0,0,0,0,0,0,0,0,0
538,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.21603590622544,0,2.25563249527477,0,0,0,0,0,0,0
539,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.32415331644006,0,0,0,0,0,0,0,0,0
540,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.16122160153463,0,0,0,0,0,0,0,0,0
541,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.0629775787238,2.76060111820698,0,0,0,0,0,0,0,0
542,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.72956121480092,0,0,0,0,0,0,0,0,0
543,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.31851610192098,0,0,0,0,2.10907110362314,0,0,0,0
544,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.80034236167558,0,0,0,0,0,0,0,0,0
545,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.08840269688517,0,0,0,0,0,0,0,0,0
546,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.10901822894812,0,0,0,0,0,-2.14080315921456,0,0,0
547,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.29334944928996,0,0,0,0,0,0,0,0,0
548,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.41548933298327,0,2.82297106040642,0,0,0,0,0,0,0
549,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.67210513586178,0,0,0,0,0,0,0,0,0
550,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.96524968813173,0,0,0,0,0,0,0,0,0
551,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.68110228772275,0,0,-2.65527689107694,0,0,0,0,0,0
552,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.91207814100198,0,0,0,0,0,0,0,0,0
553,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.5851995931007,0,0,0,0,0,0,0,0,0
554,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.35670410748571,0,0,0,0,0,0,0,0,2.34714964963496
555,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.12560138246045,0,0,0,0,0,0,0,0,0
556,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.45841932622716,-2.99989214423113,0,0,0,0,0,0,0,0
557,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.28743911301717,0,0,0,0,0,0,0,0,0
558,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.70010661915876,0,0,0,0,0,0,0,-2.89243190479465,0
559,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.80248532956466,2.4951639464125,0,0,0,0,0,0,0,0
560,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.25118245650083,0,0,0,0,0,0,0,0,0
561,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.98915174091235,0,0,-2.83410735731013,0,0,0,0,0,0
562,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.28065445018001,0,0,0,0,0,0,0,0,0
563,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.88830626592971,0,0,-2.28150590322912,0,0,2.08218387141824,0,0,0
564,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.45893847150728,0,0,0,0,0,2.42997701908462,0,0,0
565,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.69908248563297,0,0,0,0,0,2.47490741685033,-2.20491944462992,0,0
566,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.34192852629349,0,0,0,0,0,0,0,0,0
567,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.70082314754836,0,0,0,0,0,0,0,0,0
568,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.51354069169611,0,-2.41365910461172,0,0,0,0,0,2.80898256925866,0
569,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.41806155513041,0,2.67574001243338,0,0,0,0,0,2.37539676995948,0
570,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.21961524989456,0,0,0,0,0,0,0,0,0
571,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.93992597633041,0,0,0,0,-2.72614672570489,0,0,0,0
572,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.9137242664583,0,0,0,0,0,0,2.04641216620803,0,0
573,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.2194846405182,2.98185703670606,0,0,0,0,0,0,0,0
574,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.40000094752759,0,0,0,0,0,0,0,0,0
575,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.20092393434606,0,0,0,0,0,0,0,0,0
576,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.15089287981391,0,0,0,0,0,0,0,0,0
577,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.43324310169555,0,0,0,0,0,0,0,0,0
578,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.99127651681192,0,0,0,0,0,0,0,0,0
579,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.83559368923306,0,0,0,0,0,0,0,0,0
580,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.62370485067368,0,0,0,0,0,0,0,0,0
581,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.73252806952223,0,0,0,0,0,0,0,0,0
582,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.42573675140738,0,0,0,0,0,2.69354727305472,0,0,0
583,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.31953357229941,0,0,0,0,0,0,0,0,0
584,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.5204762192443,0,0,0,0,0,0,0,0,0
585,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.23097918252461,0,0,0,0,0,0,-2.55541740637273,0,0
586,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.22296901536174,0,2.29848817922175,0,0,0,0,0,0,0
587,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.65323757869191,0,0,0,0,0,2.46488965465687,2.87756328517571,0,2.23128970968537
588,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.55220040050335,0,0,0,0,0,0,0,0,0
589,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.76533737080172,0,0,0,0,0,0,0,0,0
590,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.16990273911506,0,0,0,0,0,0,0,0,0
591,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.12319115968421,0,2.5599191901274,0,2.09263184806332,0,0,0,0,0
592,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.67321104556322,0,0,0,0,0,0,2.92581547121517,0,0
593,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.77898777206428,0,0,0,0,0,0,0,0,0
594,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.52380779781379,0,0,0,0,0,0,0,0,0
595,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.93693068437278,0,0,0,0,0,0,0,0,0
596,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.9812302517239,0,0,0,-2.9597575715743,0,0,0,0,0
597,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.182393476367,0,-2.79042437626049,0,0,0,0,0,0,0
598,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.03728898870759,0,2.60783846094273,0,0,0,0,0,0,0
599,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.83217693353072,0,0,0,0,0,0,0,0,0
600,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.15236344817095,0,0,0,0,0,0,0,0,2.55536948260851
601,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.5375802309718,0,0,0,0,0,0,0,0,0
602,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.31238849158399,0,0,0,0,0,0,0,0,0
603,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.24124169466086,0,0,0,0,2.6596548515372,0,0,0,-2.38418983994052
604,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.93248919956386,0,0,0,0,0,0,0,0,0
605,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.02024126378819,0,0,0,0,0,0,0,0,0
606,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.67384746507742,0,0,0,-2.56537248007953,0,0,0,0,0
607,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.68032075418159,0,0,0,0,-2.48831847123802,0,0,0,0
608,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.46147998282686,0,0,0,0,0,0,0,0,0
609,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.47065890673548,0,-2.89027514099143,0,0,0,0,0,0,0
610,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.47691308730282,0,0,0,0,0,0,0,0,-2.95069716614671
611,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.5403687346261,0,0,0,0,0,0,0,2.39323306176811,0
612,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.41943864594214,0,0,2.71079393941909,0,0,0,0,0,0
613,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.24901293357834,0,0,0,0,0,0,0,0,0
614,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.8675653077662,0,0,0,0,0,0,2.46944771776907,0,0
615,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.42429420817643,0,0,0,0,0,0,0,0,0
616,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.22125368355773,0,0,0,0,0,0,0,0,0
617,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.43190741725266,0,0,0,0,0,0,0,0,0
618,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.52864304021932,0,0,0,0,-2.93582276511006,0,0,0,0
619,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.53277129470371,0,0,0,0,0,0,-2.62518807197921,0,0
620,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.35170207638294,0,0,0,0,0,0,0,0,2.55893168249168
621,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.00170410564169,0,0,0,0,0,0,2.52308992692269,0,0
622,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.25784847233444,0,0,0,0,0,0,0,0,0
623,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.98455830593593,0,0,0,0,0,0,0,0,0
624,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.1090393261984,0,0,0,2.07842130144127,0,0,0,0,0
625,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.39530537952669,0,-2.10799254616722,0,0,0,0,0,0,0
626,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.25085534737445,-2.50974134821445,0,0,0,0,-2.83109284052625,0,0,0
627,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.41882851417176,-2.08614142122678,0,-2.56948771188036,0,0,0,0,0,0
628,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.69906970462762,0,0,0,0,0,0,0,2.75216729729436,0
629,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.10027707112022,0,0,0,0,0,0,0,0,0
630,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.66630216874182,0,0,0,0,0,0,0,0,0
631,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.42666919576004,0,0,0,2.61423126002774,0,0,0,0,0
632,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.82855493878014,0,0,0,0,0,0,0,0,0
633,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.40879599261098,0,0,0,0,2.55718195158988,0,0,0,0
634,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.40242264023982,0,0,0,0,0,0,0,0,0
635,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.43635348137468,0,0,0,0,0,0,0,0,0
636,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.20605211891234,0,0,0,0,0,0,0,0,0
637,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.11115463403985,0,0,0,0,0,0,0,0,0
638,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.73194915778004,2.67822743719444,0,0,0,-2.56375223491341,0,0,0,0
639,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.75067560118623,0,0,0,0,0,0,0,0,0
640,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.42929013399407,0,0,0,0,0,0,0,0,0
641,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.91185435187072,0,0,0,0,0,0,0,0,0
642,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.77133736386895,0,0,0,0,0,0,0,0,0
643,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.70187386404723,0,0,0,0,0,0,-2.17327245068736,0,0
644,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.58796161878854,0,0,2.52962917624973,0,0,0,0,0,0
645,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.83877389458939,0,0,0,0,0,0,0,0,0
646,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.78678598254919,0,0,0,0,0,0,0,0,0
647,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.50342698232271,0,0,0,0,0,0,0,0,0
648,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.39717920636758,0,0,0,-2.72552848421037,0,0,0,0,0
649,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.97208624286577,0,0,0,0,0,0,0,0,0
650,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.06939421338029,0,0,0,-2.06001385184936,2.58915046625771,0,0,0,0
651,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.26471511623822,0,0,0,0,0,0,0,2.23513003392145,-2.61615395941772
652,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.10396511130966,0,0,0,0,0,0,0,0,0
653,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.62729572481476,0,0,0,0,-2.8801983804442,0,0,0,0
654,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.62066271528602,0,0,0,2.06900043156929,0,0,0,0,0
655,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.18266125116497,0,0,0,0,0,0,0,0,0
656,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.87115181959234,0,0,0,0,0,0,0,0,2.72113897255622
657,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.34896208834834,0,0,2.98253718693741,-2.53653717134148,0,-2.05468649137765,0,0,0
658,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.83063677954488,0,-2.46362051274627,0,0,0,2.32506598066539,0,0,0
659,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.65806975401938,0,0,0,0,0,0,0,0,-2.8920217345003
660,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.05372976977378,0,0,0,0,0,0,0,0,0
661,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.97839929582551,0,0,0,0,0,0,0,0,0
662,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.19501823442988,0,0,0,0,0,0,0,0,0
663,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.33663744083606,0,0,0,0,0,0,0,0,0
664,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.7284189411439,0,0,0,0,2.71301029901952,0,0,0,0
665,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.51250265398994,0,0,0,0,0,0,0,0,0
666,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.36434648279101,0,0,0,0,0,0,-2.50737095042132,0,0
667,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.92616685782559,0,0,0,0,2.73584648082033,0,0,0,0
668,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.62109475699253,0,0,0,0,0,0,0,0,0
669,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.11711658397689,0,0,0,0,0,0,0,0,-2.3660330073908
670,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.48585457727313,0,0,0,0,0,0,0,0,0
671,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.70416713552549,0,-2.25929421978071,0,0,0,0,0,0,0
672,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.08992649824359,0,0,0,0,0,0,0,0,0
673,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.16184691153467,0,0,0,0,-2.19030611100607,0,0,0,0
674,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.58153846138157,0,0,0,0,0,0,0,0,0
675,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.09955910057761,0,0,0,0,0,0,0,0,0
676,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.00307488883846,0,0,0,0,0,0,0,0,0
677,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.07015188666992,0,0,0,0,0,0,0,0,0
678,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.21150787896477,0,0,0,0,0,0,0,0,2.09085464780219
679,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.69652901985683,0,0,0,0,2.30604045907967,0,0,0,0
680,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.1799794966355,0,0,0,0,0,0,0,0,0
681,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.38650572416373,0,0,0,0,0,0,0,0,0
682,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.95626000245102,0,0,0,0,0,0,0,0,2.02852766145952
683,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.46781850396655,0,0,0,2.54322070674971,0,0,0,0,0
684,1,10,2000,2000,21271531,"ifeval_min30",2,3,2,3,0.05,2.45055916439742,0,0,0,0,0,0,0,0,0
